poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.121.png;side-lying-leg-cross;Side Lying Leg Cross;Side Lying Leg Cross;Side Lying Leg Cross;A side-lying posture with the top leg crossed forward.;This pose gently mobilizes the hips and releases lower back tension.;Opens hips|Relieves lower back|Improves mobility;Keep spine neutral|Avoid rolling forward;Hip injury|Lower back pain;Lie on side|Cross top leg forward|Support head;Relax neck|Breathe slowly;Use blanket|Support head;Side leg cross;side-lying|hips|restorative;yoga mat;beginner;side-lying;hips;hips|lower back;30;false;false;false;true;published;Side Lying Leg Cross Guide;A gentle side-lying hip release.;Yoga practitioner in side-lying leg cross.;
FLOW-19-24.122.png;side-lying-supported;Side Lying Supported Pose;Side Lying Supported;Side Lying Supported;A supported side-lying resting posture.;This restful pose encourages deep relaxation and spinal ease.;Promotes relaxation|Supports spine|Calms nervous system;Support head and neck|Stay aligned;Neck injury;Lie on side|Support head|Stack legs;Soften breath|Relax jaw;Use bolster|Use pillow;Side rest;side-lying|restorative|calm;yoga mat;beginner;side-lying;spine;relaxation|nervous system;30;false;false;false;true;published;Side Lying Supported Guide;A deeply restful side-lying pose.;Yoga practitioner resting on side.;
FLOW-19-24.123.png;locust-arms-back;Locust Pose Arms Back;Salabhasana;Salabhasana;A prone backbend with arms reaching back.;This variation strengthens the back body and opens the chest.;Strengthens back|Opens chest|Improves posture;Avoid neck strain|Engage legs;Lower back injury;Lie prone|Lift chest|Reach arms back;Lengthen spine|Steady breath;Keep feet down;Locust variation;prone|backbend|strength;yoga mat;intermediate;prone;spine;back|glutes;30;false;false;false;true;published;Locust Pose Arms Back Guide;A strengthening prone backbend.;Yoga practitioner lifting chest with arms back.;
FLOW-19-24.124.png;child-pose-compact;Compact Child’s Pose;Balasana;Balasana;A compact kneeling forward fold.;This pose soothes the nervous system and gently stretches the back.;Calms mind|Releases spine|Relieves tension;Support knees|Relax neck;Knee injury;Kneel|Fold forward|Rest forehead;Slow breathing|Let hips soften;Use bolster|Use blanket;Compact child pose;kneeling|restorative|forward fold;yoga mat;beginner;kneeling;spine;relaxation|back;30;false;false;false;true;published;Compact Child’s Pose Guide;A calming kneeling fold.;Yoga practitioner resting in Child’s Pose.;
FLOW-19-24.125.png;extended-child-pose;Extended Child’s Pose;Balasana;Balasana;A lengthened child’s pose with arms extended.;This pose stretches the spine and shoulders while calming the mind.;Stretches spine|Opens shoulders|Calms mind;Avoid shoulder strain|Support head;Shoulder injury;Kneel|Extend arms|Lower chest;Breathe into back body;Use blocks|Support torso;Extended child;kneeling|stretch|restorative;yoga mat;beginner;kneeling;spine;shoulders|back;30;false;false;false;true;published;Extended Child’s Pose Guide;A gentle spinal stretch.;Yoga practitioner in Extended Child’s Pose.;
FLOW-19-24.126.png;reverse-tabletop;Reverse Tabletop;Ardha Purvottanasana;Ardha Purvottanasana;A reverse tabletop opening the front body.;This pose strengthens arms and glutes while opening the chest.;Strengthens arms|Opens chest|Engages glutes;Keep shoulders stable|Avoid neck drop;Wrist injury;Hands behind hips|Lift pelvis|Bend knees;Press through feet|Lift chest;Keep gaze neutral;Reverse tabletop;backbend|strength|tabletop;yoga mat;intermediate;tabletop;shoulders;glutes|arms;30;false;false;false;true;published;Reverse Tabletop Guide;A strengthening reverse tabletop.;Yoga practitioner lifting hips in Reverse Tabletop.;
FLOW-19-24.127.png;reverse-tabletop-leg-lift;Reverse Tabletop Leg Lift;Ardha Purvottanasana;Ardha Purvottanasana;A reverse tabletop with one leg lifted.;This variation increases strength, balance, and coordination.;Builds strength|Improves balance|Engages core;Stabilize shoulders|Lift with control;Wrist injury;Reverse tabletop|Lift one leg|Hold steady;Engage core|Steady breath;Lower foot if needed;Reverse tabletop leg lift;backbend|balance|strength;yoga mat;advanced;tabletop;core;glutes|arms;30;false;false;false;true;published;Reverse Tabletop Leg Lift Guide;A challenging reverse tabletop variation.;Yoga practitioner lifting leg in Reverse Tabletop.;
FLOW-19-24.128.png;reverse-plank;Reverse Plank;Purvottanasana;Purvottanasana;A strong reverse plank posture.;This pose builds full-body strength and opens the chest.;Full body strength|Opens chest|Improves posture;Protect shoulders|Engage core;Wrist injury;Hands behind|Straight legs|Lift hips;Press through hands|Lift sternum;Bend knees if needed;Reverse plank;backbend|strength|core;yoga mat;advanced;supine;shoulders;arms|core;30;false;false;false;true;published;Reverse Plank Guide;A powerful reverse plank pose.;Yoga practitioner holding Reverse Plank.;
FLOW-19-24.129.png;supported-bridge;Supported Bridge Pose;Setu Bandha Sarvangasana;Setu Bandha Sarvangasana;A supported bridge using the floor or props.;This gentle backbend supports spinal opening and relaxation.;Opens chest|Relieves fatigue|Supports spine;Avoid neck turning|Support hips;Neck injury;Lie on back|Lift hips|Support pelvis;Relax throat|Breathe evenly;Use block|Use bolster;Supported bridge;supine|backbend|restorative;yoga mat;beginner;supine;spine;chest|back;30;false;false;false;true;published;Supported Bridge Pose Guide;A gentle supported backbend.;Yoga practitioner resting in Supported Bridge.;
FLOW-19-24.130.png;legs-lifted-supine;Legs Lifted Supine Pose;Legs Lifted Supine;Legs Lifted Supine;A supine pose with legs lifted off the mat.;This pose strengthens the core and improves circulation.;Engages core|Improves circulation|Builds control;Protect lower back|Move slowly;Lower back pain;Lie supine|Lift legs|Hold steady;Engage abdomen|Breathe smoothly;Bend knees if needed;Legs lifted;supine|core|strength;yoga mat;intermediate;supine;core;abs|hip flexors;30;false;false;false;true;published;Legs Lifted Supine Guide;A controlled core-strengthening pose.;Yoga practitioner lifting legs supine.;
