poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.111.png;side-lying-supported-backbend;Side-Lying Supported Backbend;Anantasana Prep;Anantasana;A gentle side-lying backbend with chest opening.;This pose opens the side body and supports spinal extension.;Opens side body|Improves spinal mobility|Supports relaxation;Keep neck neutral|Do not collapse chest;Neck injury|Shoulder pain;Lie on side|Support head|Open chest;Breathe into ribs|Relax jaw;Use bolster|Bend bottom knee;Side reclining backbend;side-lying|backbend|restorative;yoga mat;beginner;side-lying;spine;obliques|chest;30;false;false;false;true;published;Side-Lying Supported Backbend Guide;A gentle side-lying chest-opening pose.;Yoga practitioner in side-lying supported backbend.;
FLOW-19-24.112.png;side-lying-knee-bend;Side-Lying Knee Bend;Supta Padangusthasana Prep;Supta Padangusthasana;A side-lying hip and thigh stretch with bent knee.;This posture gently stretches hips and relieves tension.;Stretches hips|Relieves tension|Improves mobility;Avoid pulling knee forcefully|Keep hips stacked;Hip injury|Lower back pain;Lie on side|Bend top knee|Support torso;Move slowly|Stay relaxed;Use block|Support knee;Side knee stretch;side-lying|hip|stretch;yoga mat;beginner;side-lying;hips;hip flexors|glutes;30;false;false;false;true;published;Side-Lying Knee Bend Guide;A gentle hip-opening side stretch.;Yoga practitioner performing side-lying knee bend.;
FLOW-19-24.113.png;side-lying-leg-raise;Side-Lying Leg Raise;Anantasana Variation;Anantasana;A side-lying leg lift focusing on hip strength.;This pose strengthens outer hips and improves balance.;Strengthens hips|Improves balance|Builds stability;Keep torso stable|Avoid rolling back;Hip injury|Balance issues;Lie on side|Lift top leg|Engage core;Control movement|Breathe steadily;Lower leg bend|Use wall;Side leg lift;side-lying|strength|hips;yoga mat;intermediate;side-lying;hips;glutes|abductors;30;false;false;false;true;published;Side-Lying Leg Raise Guide;A strengthening side-lying leg lift.;Yoga practitioner lifting leg in side-lying pose.;
FLOW-19-24.114.png;side-lying-leg-hold;Side-Lying Leg Hold;Anantasana;Anantasana;A classic side-lying balance pose holding the lifted leg.;This posture enhances flexibility and balance.;Improves balance|Stretches hamstrings|Builds focus;Do not strain hamstring|Keep neck aligned;Hamstring injury|Neck pain;Lie on side|Hold lifted foot|Extend leg;Engage core|Relax shoulders;Use strap|Bend knee;Reclining Vishnu pose;side-lying|balance|stretch;yoga mat;intermediate;side-lying;legs;hamstrings|core;30;false;false;false;true;published;Anantasana Guide;A classic side-lying balance pose.;Yoga practitioner holding leg in Anantasana.;
FLOW-19-24.115.png;side-lying-twist;Side-Lying Twist;Supta Matsyendrasana;Supta Matsyendrasana;A gentle spinal twist performed lying on the side.;This pose releases the spine and aids digestion.;Releases spine|Improves digestion|Relieves tension;Keep shoulders relaxed|Avoid forcing twist;Spinal injury|Pregnancy;Lie on side|Rotate torso gently|Support knee;Breathe deeply|Relax neck;Use bolster|Support knee;Reclined spinal twist;side-lying|twist|restorative;yoga mat;beginner;side-lying;spine;obliques|lower back;30;false;false;false;true;published;Side-Lying Twist Guide;A gentle reclining spinal twist.;Yoga practitioner in side-lying spinal twist.;
FLOW-19-24.116.png;prone-backbend-prep;Prone Backbend Prep;Sphinx Pose;Sphinx Pose;A gentle prone backbend supported on forearms.;This posture strengthens the spine and opens the chest.;Strengthens spine|Opens chest|Improves posture;Do not compress lower back|Keep shoulders relaxed;Lower back injury|Wrist pain;Lie prone|Place forearms|Lift chest;Lengthen spine|Breathe evenly;Use blanket|Lower chest;Sphinx pose;prone|backbend|gentle;yoga mat;beginner;prone;spine;lower back|chest;30;false;false;false;true;published;Sphinx Pose Guide;A gentle prone spinal extension.;Yoga practitioner in Sphinx Pose.;
FLOW-19-24.117.png;low-cobra-pose;Low Cobra Pose;Bhujangasana;Bhujangasana;A low spinal backbend performed from prone position.;This pose increases spinal mobility and energy.;Improves spinal mobility|Stimulates organs|Builds strength;Avoid locking elbows|Keep pelvis grounded;Back injury|Pregnancy;Lie prone|Press palms|Lift chest;Draw shoulders back|Breathe steadily;Keep elbows bent|Lower lift;Low cobra;prone|backbend|strength;yoga mat;beginner;prone;spine;erector spinae|chest;30;false;false;false;true;published;Low Cobra Pose Guide;A gentle strengthening backbend.;Yoga practitioner in Low Cobra Pose.;
FLOW-19-24.118.png;half-locust-pose;Half Locust Pose;Ardha Salabhasana;Ardha Salabhasana;A prone strengthening pose lifting one leg.;This posture strengthens the back body and glutes.;Strengthens glutes|Builds back strength|Improves stability;Keep hips grounded|Avoid over-lifting;Lower back injury|Hip pain;Lie prone|Lift one leg|Engage core;Lengthen leg|Breathe smoothly;Lift lower|Support pelvis;Half locust;prone|strength|backbody;yoga mat;intermediate;prone;glutes;glutes|lower back;30;false;false;false;true;published;Half Locust Pose Guide;A prone back-body strengthening pose.;Yoga practitioner performing Half Locust Pose.;
FLOW-19-24.119.png;full-locust-pose;Full Locust Pose;Salabhasana;Salabhasana;A prone backbend lifting chest and legs.;This pose builds strong back muscles and endurance.;Strengthens back|Improves posture|Energizes body;Avoid neck compression|Engage core;Back injury|Pregnancy;Lie prone|Lift chest and legs|Extend arms;Keep gaze neutral|Breathe evenly;Lift one side at a time;Locust pose;prone|backbend|strength;yoga mat;intermediate;prone;spine;backbody|glutes;30;false;false;false;true;published;Full Locust Pose Guide;A strong prone backbend.;Yoga practitioner in Full Locust Pose.;
FLOW-19-24.120.png;resting-prone-pose;Resting Prone Pose;Makarasana;Makarasana;A restorative prone posture for relaxation.;This pose calms the nervous system and releases the back.;Promotes relaxation|Relieves back tension|Supports breathing;Support neck|Stay comfortable;Pregnancy|Breathing issues;Lie prone|Turn head to side|Relax arms;Slow breathing|Let body soften;Use bolster|Support chest;Crocodile pose;prone|restorative|relaxation;yoga mat;beginner;prone;spine;lower back|breath;30;false;false;false;true;published;Makarasana Guide;A deeply restful prone posture.;Yoga practitioner resting in Crocodile Pose.;
