poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.071.png;seated-single-leg-extend;Seated Single Leg Extend;Seated Single Leg Extend;A balanced seated posture extending one leg.;Builds core strength and improves coordination while seated.;Strengthens core|Improves balance|Builds focus;Avoid collapsing chest|Control movement;Lower back pain;Sit tall|Extend one leg|Engage core;Lengthen spine|Steady breath;Sit on block;Seated leg extension;seated|core|balance;yoga mat;intermediate;seated;core;strength|control;30;false;true;true;true;published;Seated Single Leg Extend Guide;A seated balance pose for core strength.;Yoga practitioner extending one leg in seated balance.;;
FLOW-15-16-17-18.072.png;seated-both-legs-extend;Seated Both Legs Extend;Seated Both Legs Extend;A controlled seated position extending both legs.;Strengthens abdominal muscles and improves postural control.;Strengthens abs|Improves posture|Builds stability;Avoid rounding back|Move slowly;Back injury;Lift legs|Engage core|Stay upright;Steady breath|Focused gaze;Hands behind thighs;Seated double leg lift;seated|abs|core;yoga mat;intermediate;seated;core;strength|balance;30;false;true;true;true;published;Seated Both Legs Extend Guide;A core-focused seated leg extension.;Yoga practitioner extending both legs while seated.;Yoga practitioner in seated prayer pose.;
FLOW-15-16-17-18.073.png;seated-reach-forward;Seated Reach Forward;Seated Reach Forward;A seated balance reaching arms forward.;Improves balance, coordination, and core engagement.;Improves balance|Strengthens core|Enhances focus;Do not tense shoulders|Stay controlled;Shoulder pain;Lift arms|Balance body|Engage core;Smooth breath|Relax face;Bend knees;Seated reach balance;seated|balance|core;yoga mat;beginner;seated;core;balance|focus;30;false;true;true;true;published;Seated Reach Forward Guide;A gentle seated balance posture.;Yoga practitioner reaching arms forward in seated pose.;;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.074.png;seated-hold-balance;Seated Hold Balance;Seated Hold Balance;A static seated balance posture.;Enhances core stability and body awareness.;Builds stability|Strengthens core|Improves awareness;Avoid holding breath|Maintain alignment;Back pain;Hold position|Engage core|Stay steady;Even breathing|Calm focus;Support hands lightly;Seated balance hold;seated|stability|core;yoga mat;beginner;seated;core;stability|control;30;false;true;true;true;published;Seated Hold Balance Guide;A simple seated balance hold.;Yoga practitioner holding a seated balance.;;
FLOW-15-16-17-18.075.png;seated-toe-hold;Seated Toe Hold;Seated Toe Hold;A seated pose holding the toes.;Stretches hamstrings and strengthens the core.;Stretches legs|Strengthens core|Improves balance;Avoid pulling harshly|Keep spine long;Hamstring injury;Hold toes|Lift chest|Engage core;Deep breaths|Relax jaw;Use strap;Seated toe balance;seated|legs|core;yoga mat;intermediate;seated;legs;stretch|strength;30;false;true;true;true;published;Seated Toe Hold Guide;A seated balance stretching the legs.;Yoga practitioner holding toes in seated pose.;;
FLOW-15-16-17-18.076.png;seated-open-arms;Seated Open Arms;Seated Open Arms;A seated balance with arms extended.;Improves balance and shoulder mobility.;Improves balance|Opens shoulders|Builds strength;Avoid locking elbows|Stay controlled;Shoulder injury;Extend arms|Balance body|Engage core;Smooth breath|Focused gaze;Bend knees;Seated arm balance;seated|balance|shoulders;yoga mat;beginner;seated;shoulders;balance|mobility;30;false;true;true;true;published;Seated Open Arms Guide;A seated posture opening the arms.;Yoga practitioner balancing with arms extended.;Yoga practitioner performing Gomukhasana arms.;
FLOW-15-16-17-18.077.png;seated-core-hold;Seated Core Hold;Seated Core Hold;A strong seated core balance.;Builds abdominal strength and stability.;Strengthens abs|Improves stability|Builds focus;Do not strain neck|Keep chest lifted;Neck pain;Lift legs|Hold core|Stay steady;Calm breath|Mental focus;Hands behind thighs;Seated core balance;seated|core|strength;yoga mat;intermediate;seated;core;strength|control;30;false;true;true;true;published;Seated Core Hold Guide;A seated posture for core strength.;Yoga practitioner holding a seated core balance.;;
FLOW-15-16-17-18.078.png;seated-leg-lift-variation;Seated Leg Lift Variation;Seated Leg Lift Variation;A variation of seated leg lift balance.;Challenges coordination and core control.;Challenges balance|Strengthens core|Improves control;Avoid jerky movements|Stay aligned;Lower back pain;Lift one leg|Balance|Engage core;Steady breathing|Focused gaze;Keep one foot down;Seated leg lift variation;seated|balance|core;yoga mat;intermediate;seated;core;balance|strength;30;false;true;true;true;published;Seated Leg Lift Variation Guide;A challenging seated balance variation.;Yoga practitioner performing seated leg lift variation.;;
FLOW-15-16-17-18.079.png;seated-boat-prep;Seated Boat Prep;Seated Boat Prep;A preparatory pose for boat posture.;Prepares the body for core-intensive poses.;Prepares core|Builds awareness|Improves balance;Avoid collapsing spine|Move mindfully;Back injury;Lift legs lightly|Engage core|Stay tall;Smooth breath|Calm mind;Keep toes down;Boat prep seated;seated|prep|core;yoga mat;beginner;seated;core;preparation|balance;30;false;true;true;true;published;Seated Boat Prep Guide;A gentle preparation for boat pose.;Yoga practitioner preparing for boat pose.;;
FLOW-15-16-17-18.080.png;seated-extended-leg-balance;Seated Extended Leg Balance;Seated Extended Leg Balance;A seated balance extending one leg upward.;Strengthens core and improves balance control.;Strengthens core|Improves balance|Builds confidence;Avoid locking knee|Maintain control;Hip injury;Extend leg|Balance body|Engage core;Deep breaths|Focused gaze;Bend supporting knee;Seated extended balance;seated|balance|core;yoga mat;intermediate;seated;core;balance|strength;30;false;true;true;true;published;Seated Extended Leg Balance Guide;A strong seated balance posture.;Yoga practitioner balancing with extended leg.;;
