poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.131.png;boat-leg-lift;Boat Leg Lift;Boat Leg Lift;Boat Leg Lift;A reclined position with both legs lifted off the floor.;This pose strengthens the core and improves body awareness.;Strengthens core|Improves balance;Keep lower back supported|Avoid neck strain;Lower back injury;Lie on back|Lift legs|Engage core;Breathe steadily|Relax shoulders;Bend knees if needed;Boat leg lift;supine|core|strength;yoga mat;beginner;supine;core;core|abdominals;30;false;false;false;true;published;Boat Leg Lift Guide;A gentle core-strengthening posture.;Yoga practitioner performing boat leg lift.;
FLOW-19-24.132.png;supine-arm-stretch;Supine Arm Stretch;Supine Arm Stretch;Supine Arm Stretch;A relaxed supine pose with arms reaching upward.;This posture opens the shoulders and encourages relaxation.;Opens shoulders|Relieves tension;Keep ribs relaxed|Avoid arching back;Shoulder injury;Lie on back|Extend arms upward;Slow deep breathing;Use bolster under arms;Supine stretch;supine|restorative|shoulders;yoga mat;beginner;supine;shoulders;shoulders|chest;30;false;false;false;true;published;Supine Arm Stretch Guide;A calming shoulder-opening stretch.;Yoga practitioner stretching arms overhead.;
FLOW-19-24.133.png;happy-baby;Happy Baby;Happy Baby;Happy Baby;A supine posture holding the feet with knees bent.;This pose releases hips and massages the spine.;Opens hips|Relieves lower back;Keep tailbone grounded|Relax neck;Hip injury;Lie on back|Hold feet|Bend knees;Gentle rocking|Deep breaths;Use strap if needed;Happy baby;supine|hips|restorative;yoga mat;beginner;supine;hips;hips|lower back;30;false;false;false;true;published;Happy Baby Pose Guide;A classic hip-opening posture.;Yoga practitioner in happy baby pose.;
FLOW-19-24.134.png;wide-happy-baby;Wide Happy Baby;Wide Happy Baby;Wide Happy Baby;A variation of happy baby with legs wider apart.;This variation deepens hip opening and relaxation.;Deep hip opening|Stress relief;Avoid forcing knees|Relax shoulders;Hip injury;Lie on back|Open legs wide|Hold feet;Breathe deeply;Support head if needed;Wide happy baby;supine|hips|restorative;yoga mat;beginner;supine;hips;hips|inner thighs;30;false;false;false;true;published;Wide Happy Baby Guide;A deeper hip-opening variation.;Yoga practitioner in wide happy baby pose.;
FLOW-19-24.135.png;headstand-prep;Headstand Preparation;Headstand Preparation;Headstand Preparation;A forearm-supported inversion preparation.;This pose builds strength and prepares the body for inversions.;Builds strength|Improves focus;Protect neck|Engage shoulders;Neck injury;Place forearms|Lift hips|Support head;Controlled breathing;Practice near wall;Headstand prep;inversion|strength|shoulders;yoga mat;intermediate;inversion;shoulders;shoulders|core;30;false;false;false;true;published;Headstand Preparation Guide;A safe inversion preparation.;Yoga practitioner in headstand prep.;
FLOW-19-24.136.png;happy-baby;Happy Baby;Happy Baby;Happy Baby;A relaxed supine hip-opening posture.;This pose releases tension in hips and spine.;Opens hips|Relaxes spine;Keep back grounded|Relax jaw;Hip injury;Lie on back|Hold feet|Bend knees;Slow breathing;Use strap;Happy baby;supine|hips|restorative;yoga mat;beginner;supine;hips;hips|lower back;30;false;false;false;true;published;Happy Baby Pose Guide;A calming hip opener.;Yoga practitioner in happy baby pose.;
FLOW-19-24.137.png;supine-figure-four;Supine Figure Four;Supine Figure Four;Supine Figure Four;A reclined hip stretch with ankle crossed over thigh.;This pose stretches outer hips and glutes.;Stretches glutes|Relieves tension;Protect knees|Relax shoulders;Knee injury;Lie on back|Cross ankle|Draw legs in;Steady breathing;Use strap;Figure four;supine|hips|stretch;yoga mat;beginner;supine;hips;hips|glutes;30;false;false;false;true;published;Supine Figure Four Guide;A gentle glute stretch.;Yoga practitioner in supine figure four.;
FLOW-19-24.138.png;supine-spinal-twist;Supine Spinal Twist;Supine Spinal Twist;Supine Spinal Twist;A reclined twist with knees bent to one side.;This pose massages organs and releases the spine.;Spinal release|Improves digestion;Keep shoulders grounded;Spinal injury;Lie on back|Drop knees to side;Deep breathing;Use bolster;Spinal twist;supine|twist|restorative;yoga mat;beginner;supine;spine;spine|lower back;30;false;false;false;true;published;Supine Spinal Twist Guide;A gentle twisting posture.;Yoga practitioner in spinal twist.;
FLOW-19-24.139.png;supine-spinal-twist;Supine Spinal Twist;Supine Spinal Twist;Supine Spinal Twist;A reclined twist with gaze turned opposite.;This variation deepens spinal release.;Releases spine|Calms nervous system;Avoid forcing twist;Spinal injury;Lie on back|Twist legs|Turn head;Slow breaths;Support knees;Spinal twist;supine|twist|restorative;yoga mat;beginner;supine;spine;spine|neck;30;false;false;false;true;published;Supine Spinal Twist Guide;A calming spinal twist.;Yoga practitioner in spinal twist variation.;
FLOW-19-24.140.png;supine-spinal-twist;Supine Spinal Twist;Supine Spinal Twist;Supine Spinal Twist;A relaxed supine twist with arms open.;This pose gently resets the spine and body.;Relieves tension|Promotes relaxation;Relax shoulders|Stay passive;Spinal injury;Lie on back|Twist knees|Open arms;Natural breathing;Use bolster;Supine twist;supine|twist|restorative;yoga mat;beginner;supine;spine;spine|relaxation;30;false;false;false;true;published;Supine Spinal Twist Guide;A restorative twisting posture.;Yoga practitioner resting in spinal twist.;
