poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.141.png;supine-spinal-twist;Reclined Spinal Twist;Supta Matsyendrasana;Supta Matsyendrasana;A reclined spinal twist with bent knees.;This gentle twist releases the spine and massages internal organs.;Twists spine|Releases back|Calms nervous system;Keep shoulders grounded|Move slowly;Spinal injury|Pregnancy;Lie on back|Drop knees to side|Turn head opposite;Relax breath|Soften belly;Use bolster|Support knees;reclined spinal twist;supine|twist|restorative;yoga mat;beginner;supine;spine;spine|hips;60;false;false;false;true;published;Reclined Spinal Twist Guide;A calming supine spinal twist.;Yoga practitioner in reclined spinal twist.;
FLOW-19-24.142.png;reclined-figure-four;Reclined Figure Four;Supta Eka Pada Kapotasana;Supta Eka Pada Kapotasana;A reclined hip opener with ankle crossed over thigh.;This pose stretches hips and relieves lower back tension.;Opens hips|Releases glutes|Eases back;Avoid knee strain|Support head;Knee injury|Hip pain;Lie back|Cross ankle|Draw legs in;Breathe into hips;Use strap|Support head;reclined figure four;supine|hips|stretch;yoga mat;beginner;supine;hips;hips|lower back;45;false;false;false;true;published;Reclined Figure Four Guide;A gentle reclined hip stretch.;Yoga practitioner in reclined figure four.;
FLOW-19-24.143.png;knees-to-chest;Knees to Chest;Apanasana;Apanasana;A gentle pose drawing knees toward the chest.;This pose massages the spine and aids digestion.;Relieves back|Aids digestion|Calms body;Keep neck relaxed|Avoid forcing knees;Recent surgery|Pregnancy;Lie back|Hug knees|Rock gently;Soften breath;Use strap|Support head;knees to chest;supine|restorative;yoga mat;beginner;supine;spine;spine|hips;30;false;false;false;true;published;Knees to Chest Pose Guide;A soothing spinal release.;Yoga practitioner in knees to chest.;
FLOW-19-24.144.png;reclined-bound-angle;Reclined Bound Angle;Supta Baddha Konasana;Supta Baddha Konasana;A reclined posture with soles of feet together.;This pose opens hips and promotes deep relaxation.;Opens hips|Calms mind|Restorative;Support knees|Avoid lower back arch;Hip injury|Pregnancy;Lie back|Bring soles together|Relax;Deep breathing;Use bolsters|Support thighs;reclined bound angle;supine|restorative|hips;yoga mat;beginner;supine;hips;hips|groin;120;false;false;false;true;published;Reclined Bound Angle Guide;A deeply restorative hip opener.;Yoga practitioner in reclined bound angle.;
FLOW-19-24.145.png;supine-hamstring-stretch;Reclined Hamstring Stretch;Supta Padangusthasana;Supta Padangusthasana;A supine stretch lifting one leg upward.;This pose lengthens hamstrings and improves flexibility.;Stretches hamstrings|Improves mobility;Keep hips grounded|Avoid locking knee;Hamstring injury|Sciatica;Lie back|Lift leg|Hold calf or strap;Breathe steadily;Use strap;supine hamstring stretch;supine|stretch|legs;yoga mat;beginner;supine;legs;hamstrings|hips;45;false;false;false;true;published;Reclined Hamstring Stretch Guide;A safe hamstring stretch.;Yoga practitioner stretching hamstrings supine.;
FLOW-19-24.146.png;one-leg-reclined-stretch;Single Leg Reclined Stretch;Supta Padangusthasana II;Supta Padangusthasana II;A reclined stretch with leg extended upward.;This pose increases leg flexibility and balance.;Stretches legs|Improves alignment;Stabilize hips|Avoid overpulling;Hamstring injury;Lie back|Extend leg|Support thigh;Relax shoulders;Use strap;single leg stretch;supine|legs|stretch;yoga mat;beginner;supine;legs;hamstrings|calves;45;false;false;false;true;published;Single Leg Reclined Stretch Guide;A controlled leg stretch.;Yoga practitioner in single leg reclined stretch.;
FLOW-19-24.147.png;reclined-leg-variation;Reclined Leg Variation;Supta Padangusthasana III;Supta Padangusthasana III;A reclined leg stretch with lateral extension.;This variation opens hips and stretches inner thighs.;Opens inner thighs|Improves hip mobility;Keep pelvis stable;Hip injury;Lie back|Extend leg sideways;Slow breathing;Use strap;reclined leg variation;supine|hips|stretch;yoga mat;intermediate;supine;hips;adductors|hamstrings;45;false;false;false;true;published;Reclined Leg Variation Guide;A deeper hip-opening stretch.;Yoga practitioner in reclined leg variation.;
FLOW-19-24.148.png;legs-up-core;Legs Up Core Activation;Leg Lift Hold;Leg Lift Hold;A supine position with legs lifted vertically.;This pose strengthens core and improves circulation.;Strengthens core|Improves circulation;Engage core|Avoid neck strain;Lower back pain;Lie back|Lift legs|Hold;Steady breathing;Support head;legs up hold;supine|core;yoga mat;intermediate;supine;core;core|legs;30;false;false;false;true;published;Leg Lift Hold Guide;A simple core activation.;Yoga practitioner holding legs up.;
FLOW-19-24.149.png;one-leg-bridge;Single Leg Bridge;Eka Pada Setu Bandha Sarvangasana;Eka Pada Setu Bandha Sarvangasana;A bridge pose with one leg lifted.;This pose strengthens glutes and stabilizes pelvis.;Strengthens glutes|Improves stability;Keep hips level|Protect lower back;Back injury|Knee pain;Lie back|Lift hips|Extend one leg;Controlled breathing;Support shoulders;single leg bridge;supine|strength;yoga mat;intermediate;supine;glutes;glutes|core;30;false;false;false;true;published;Single Leg Bridge Guide;A strengthening bridge variation.;Yoga practitioner in single leg bridge.;
FLOW-19-24.150.png;dead-bug-arms-up;Dead Bug Arms Up;Dead Bug Variation;Dead Bug Variation;A supine core exercise with arms and legs lifted.;This pose builds core stability and coordination.;Builds core|Improves coordination;Keep spine neutral;Lower back pain;Lie back|Lift arms and legs;Slow controlled breath;Support head;dead bug;supine|core|strength;yoga mat;intermediate;supine;core;core|stability;30;false;false;false;true;published;Dead Bug Pose Guide;A controlled core exercise.;Yoga practitioner in dead bug pose.;
