poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.001.png;seated-side-stretch;Seated Side Stretch;Parivrtta Janu Sirsasana;Parivrtta Janu Sirsasana;A seated side stretch that lengthens the spine and opens the side body.;This seated side stretch combines gentle spinal rotation with lateral flexion, promoting mobility in the spine and opening the ribs and shoulders.;Stretches side body|Improves spinal mobility|Releases shoulders|Enhances breath capacity;Avoid collapsing chest|Keep sitting bones grounded;Acute lower back pain|Recent spinal injury;Extend one leg|Bend opposite knee|Reach over extended leg|Lengthen side waist;Lift through spine|Rotate chest upward|Relax neck;Use a block under hip|Keep bottom arm bent;Gentle side bend variation;seated|side-stretch|spine;yoga mat;beginner;seated;spine;side body|shoulders;30;false;true;false;true;published;Seated Side Stretch Pose Guide;Learn how to safely practice a seated side stretch to improve flexibility.;Yoga practitioner performing a seated side stretch.;
FLOW-15-16-17-18.002.png;seated-spinal-twist;Seated Spinal Twist;Ardha Matsyendrasana;Ardha Matsyendrasana;A grounding seated twist that detoxifies and mobilizes the spine.;This seated spinal twist gently massages the abdominal organs while improving spinal rotation and posture awareness.;Improves digestion|Enhances spinal mobility|Relieves tension;Avoid forcing the twist|Lengthen spine first;Severe spinal issues|Recent surgery;Extend one leg|Bend opposite knee|Twist toward bent knee;Grow tall before twisting|Keep shoulders relaxed;Use a strap for support|Twist less deeply;Simple seated twist;seated|twist|spine;yoga mat;beginner;seated;spine;hips|abdomen;30;false;true;false;true;published;Seated Spinal Twist Guide;A beginner-friendly seated twist to support spinal health.;Yoga practitioner demonstrating a seated spinal twist.;
FLOW-15-16-17-18.003.png;seated-side-bend;Seated Side Bend;Parsva Upavistha Konasana;Parsva Upavistha Konasana;A lateral seated bend that opens the hips and side waist.;This pose emphasizes length over depth, creating space in the ribs while gently stretching the inner thighs.;Opens hips|Stretches side waist|Improves posture;Do not collapse forward|Maintain length;Hip injuries|Lower back pain;Open legs wide|Reach toward one foot|Lengthen side body;Press opposite sit bone down|Lift chest;Bend knee slightly|Use bolster;Wide-leg side stretch;seated|side-bend|hips;yoga mat;beginner;seated;hips;side body|spine;30;false;true;false;true;published;Seated Side Bend Pose;Explore a gentle seated side bend for hip mobility.;Yoga practitioner performing a seated side bend.;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.004.png;seated-twist-bind;Bound Seated Twist;Baddha Ardha Matsyendrasana;Baddha Ardha Matsyendrasana;A deeper seated twist with a bind for spinal strength.;This bound variation increases awareness and challenges mobility while maintaining grounding through the sit bones.;Strengthens spine|Improves rotation|Builds focus;Avoid strain in shoulders|Keep breath smooth;Shoulder injuries|Spinal disc issues;Bend knee|Bind arms behind back|Twist gently;Initiate twist from core|Relax neck;Skip bind|Use strap;Twist without bind;seated|twist|bind;yoga mat;intermediate;seated;spine;shoulders|hips;40;false;false;false;true;published;Bound Seated Twist Guide;Learn a safe approach to bound seated twists.;Yoga practitioner demonstrating a bound seated twist.;
FLOW-15-16-17-18.005.png;seated-forward-fold;Seated Forward Fold;Paschimottanasana;Paschimottanasana;A calming forward fold that soothes the nervous system.;This classic seated pose lengthens the spine and hamstrings while encouraging introspection and relaxation.;Stretches hamstrings|Calms mind|Relieves stress;Avoid rounding aggressively|Bend knees if needed;Hamstring tears|Lower back pain;Extend legs|Hinge at hips|Fold forward;Lengthen spine first|Relax shoulders;Use strap|Support knees;Gentle forward fold;seated|forward-fold|calming;yoga mat;beginner;seated;hamstrings;spine|mind;45;false;false;true;true;published;Seated Forward Fold Guide;A foundational seated forward fold for flexibility.;Yoga practitioner performing a seated forward fold.;
FLOW-15-16-17-18.006.png;bound-angle-pose;Bound Angle Pose;Baddha Konasana;Baddha Konasana;A hip-opening seated pose that promotes relaxation.;This pose gently opens the inner thighs and hips, often used as a restorative or cooling posture.;Opens hips|Improves circulation|Encourages relaxation;Support knees|Avoid forcing;Groin injuries|Knee pain;Bring soles of feet together|Sit tall|Relax knees;Lengthen spine|Relax jaw;Use blocks under knees;Reclined variation;seated|hip-opening|restorative;yoga mat;beginner;seated;hips;inner thighs|spine;45;false;true;true;true;published;Bound Angle Pose Guide;Learn how to practice Baddha Konasana safely.;Yoga practitioner in Bound Angle Pose.;
FLOW-15-16-17-18.007.png;wide-leg-forward-fold;Wide-Leg Seated Forward Fold;Upavistha Konasana;Upavistha Konasana;A wide-legged forward fold that stretches the inner thighs.;This seated pose builds flexibility in the hips and hamstrings while maintaining spinal length.;Stretches inner thighs|Improves flexibility|Builds focus;Avoid collapsing spine;Hamstring injuries|Hip pain;Open legs wide|Fold forward from hips;Keep chest broad|Engage legs;Use bolster|Stay upright;Side-to-side variation;seated|forward-fold|hips;yoga mat;intermediate;seated;hips;hamstrings|spine;45;false;false;true;true;published;Wide-Leg Seated Forward Fold;A seated pose for deep hip opening.;Yoga practitioner performing a wide-leg seated forward fold.;
FLOW-15-16-17-18.008.png;staff-pose;Staff Pose;Dandasana;Dandasana;A foundational seated pose that builds postural awareness.;Staff Pose establishes alignment and prepares the body for seated postures and forward folds.;Improves posture|Strengthens back|Enhances awareness;Avoid slouching;Lower back pain;Sit tall|Extend legs|Press heels forward;Engage thighs|Lift chest;Sit on block;Arms overhead variation;seated|foundation|posture;yoga mat;beginner;seated;posture;spine|legs;30;false;true;false;true;published;Staff Pose (Dandasana) Guide;Learn proper alignment in Staff Pose.;Yoga practitioner seated in Staff Pose.;
FLOW-15-16-17-18.009.png;seated-prayer-pose;Seated Prayer Pose;Anjali Mudra Seated;Anjali Mudra Seated;A simple seated posture with hands at heart center.;This pose encourages grounding, breath awareness, and mental focus.;Improves focus|Encourages calm|Supports posture;Relax shoulders;Wrist pain;Sit upright|Bring palms together at chest;Lengthen spine|Soften gaze;Rest hands on thighs;Eyes closed variation;seated|grounding|meditation;none;beginner;seated;mind;spine|breath;30;false;true;true;true;published;Seated Prayer Pose Guide;A grounding seated posture for centering.;Yoga practitioner in seated prayer pose.;
FLOW-15-16-17-18.010.png;seated-leg-lift;Seated Leg Lift Pose;Uttitha Hasta Padangusthasana Seated;Uttitha Hasta Padangusthasana Seated;A strengthening seated balance that challenges core and flexibility.;This pose builds hip flexor strength and balance while improving hamstring flexibility.;Strengthens core|Improves balance|Stretches hamstrings;Avoid leaning back|Keep spine tall;Hip flexor strain|Lower back pain;Extend one leg|Hold foot|Lift leg with control;Engage core|Relax shoulders;Bend knee|Use strap;Lower leg variation;seated|strength|balance;yoga mat;intermediate;seated;core;hips|hamstrings;35;false;false;false;true;published;Seated Leg Lift Pose Guide;A seated pose for strength and balance.;Yoga practitioner performing a seated leg lift.;
