poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.041.png;seated-hands-up-mudra;Seated Hands Up Mudra;Urdhva Anjali Mudra Seated;Urdhva Anjali Mudra Seated;A seated posture with lifted hands that encourages focus and breath awareness.;This seated mudra variation lifts the arms overhead, promoting spinal length, shoulder mobility, and mindful breathing.;Improves focus|Enhances breath awareness|Lengthens spine;Avoid shoulder tension|Keep ribs soft;Shoulder injury|Neck pain;Sit on heels|Lift arms overhead|Join palms;Relax shoulders|Breathe steadily;Lower arms slightly|Sit on block;Seated overhead mudra;seated|mudra|breath;yoga mat;beginner;seated;shoulders;spine|breath;30;false;true;true;true;published;Seated Hands Up Mudra Guide;A gentle seated mudra to support focus and breathing.;Yoga practitioner practicing a seated overhead mudra.;
FLOW-15-16-17-18.042.png;seated-hands-behind-back;Seated Hands Behind Back;Paschima Namaskarasana Seated;Paschima Namaskarasana Seated;A seated shoulder-opening posture with hands clasped behind the back.;This pose opens the chest and shoulders while encouraging upright posture and breath expansion.;Opens chest|Stretches shoulders|Improves posture;Do not strain shoulders;Shoulder injury|Wrist pain;Sit on heels|Clasp hands behind back|Lift chest;Draw shoulders back|Lengthen neck;Use strap|Soften elbows;Chest opening variation;seated|shoulder-opening|chest;yoga mat;beginner;seated;shoulders;chest|spine;30;false;true;true;true;published;Seated Hands Behind Back Guide;A seated posture to gently open shoulders and chest.;Yoga practitioner performing a seated shoulder opener.;
FLOW-15-16-17-18.043.png;seated-spinal-twist-easy;Easy Seated Spinal Twist;Sukhasana Twist;Sukhasana Twist;A gentle seated twist performed from a comfortable cross-legged position.;This twist supports spinal mobility and digestion while maintaining ease and stability.;Improves digestion|Enhances spinal mobility|Relieves tension;Avoid forcing rotation;Spinal injury|Recent surgery;Sit cross-legged|Twist torso gently|Place hand behind;Lengthen spine first|Breathe deeply;Sit on block|Reduce depth;Gentle seated twist;seated|twist|gentle;yoga mat;beginner;seated;spine;abdomen|back;30;false;true;false;true;published;Easy Seated Spinal Twist Guide;A beginner-friendly seated twist for spinal health.;Yoga practitioner demonstrating an easy seated twist.;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.044.png;seated-neutral-center;Neutral Seated Center;Seated Neutral Pose;Seated Neutral Pose;A neutral seated posture emphasizing balance and alignment.;This posture brings awareness to symmetry, grounding the body and calming the nervous system.;Improves alignment|Encourages grounding|Builds awareness;Avoid slouching;Knee pain;Sit evenly|Hands on thighs|Spine upright;Relax jaw|Soften shoulders;Sit on cushion;Centered seated pose;seated|neutral|alignment;yoga mat;beginner;seated;posture;mind|spine;30;false;true;true;true;published;Neutral Seated Center Guide;A foundational seated posture for alignment and balance.;Yoga practitioner sitting in neutral seated pose.;
FLOW-15-16-17-18.045.png;seated-forward-fold-butterfly;Seated Butterfly Forward Fold;Baddha Konasana Forward Fold;Baddha Konasana Forward Fold;A forward fold from bound angle pose that gently releases hips and spine.;This variation deepens relaxation while stretching inner thighs and calming the mind.;Opens hips|Calms nervous system|Stretches spine;Support knees|Avoid forcing fold;Groin injury|Knee pain;Soles together|Fold forward gently|Relax head;Let gravity assist|Slow breathing;Use bolster|Stay upright;Restorative butterfly fold;seated|forward-fold|hips;yoga mat;beginner;seated;hips;inner thighs|spine;45;false;true;true;true;published;Seated Butterfly Forward Fold Guide;A calming forward fold for hip opening.;Yoga practitioner in butterfly forward fold.;
FLOW-15-16-17-18.046.png;seated-meditation-front;Seated Meditation Front View;Seated Meditation Pose;Seated Meditation Pose;A classic seated meditation posture viewed from the front.;This pose promotes stillness, breath awareness, and mental clarity.;Enhances focus|Calms mind|Improves posture;Sit comfortably|Avoid tension;Knee pain;Sit cross-legged|Hands on knees|Eyes soft;Lengthen spine|Relax face;Use cushion;Meditation seat;seated|meditation|calm;yoga mat;beginner;seated;mind;spine|breath;60;false;true;true;true;published;Seated Meditation Pose Guide;A foundational posture for meditation practice.;Yoga practitioner seated in meditation.;
FLOW-15-16-17-18.047.png;seated-twist-cross-leg;Seated Cross-Legged Twist;Parivrtta Sukhasana;Parivrtta Sukhasana;A seated twist performed from a cross-legged position.;This posture increases spinal rotation while maintaining grounding through the hips.;Improves spinal rotation|Releases back tension|Enhances awareness;Do not force twist;Spinal injury;Sit cross-legged|Twist torso|Hand behind;Initiate from core|Breathe;Sit on block;Gentle twist option;seated|twist|cross-legged;yoga mat;beginner;seated;spine;back|core;30;false;true;false;true;published;Seated Cross-Legged Twist Guide;A gentle twist to support spinal mobility.;Yoga practitioner performing a seated cross-legged twist.;
FLOW-15-16-17-18.048.png;seated-forward-stretch-wide;Seated Wide Forward Stretch;Upavistha Forward Fold;Upavistha Forward Fold;A forward stretch from a wide seated position.;This pose lengthens the spine and stretches the inner thighs while promoting calm.;Stretches hamstrings|Opens hips|Calms mind;Avoid rounding lower back;Hamstring injury;Open legs wide|Fold forward|Support torso;Lengthen spine first|Relax neck;Use bolster;Wide seated stretch;seated|forward-fold|wide;yoga mat;intermediate;seated;hips;hamstrings|spine;45;false;false;true;true;published;Seated Wide Forward Stretch Guide;A seated forward fold for deep stretching.;Yoga practitioner in wide seated forward fold.;
FLOW-15-16-17-18.049.png;seated-restorative-fold;Restorative Seated Fold;Seated Restorative Forward Fold;Seated Restorative Forward Fold;A deeply calming seated forward fold for relaxation.;This restorative pose supports the nervous system and encourages introspection.;Reduces stress|Calms nervous system|Promotes relaxation;Support torso fully;Lower back pain;Sit comfortably|Fold forward|Rest head;Slow breathing|Release tension;Use bolsters;Restorative seated fold;seated|restorative|calming;yoga mat;beginner;seated;mind;spine|breath;60;false;true;true;true;published;Restorative Seated Fold Guide;A calming seated fold for deep relaxation.;Yoga practitioner resting in a seated forward fold.;
FLOW-15-16-17-18.050.png;seated-side-bend-rest;Restorative Seated Side Bend;Seated Side Bend Restorative;Seated Side Bend Restorative;A gentle seated side bend emphasizing relaxation and ease.;This restorative side bend releases tension along the side body while supporting breath awareness.;Releases side body|Encourages relaxation|Improves breath;Avoid collapsing chest;Shoulder pain;Sit comfortably|Side bend gently|Support arm;Breathe into ribs|Soften neck;Use bolster;Gentle side bend;seated|side-bend|restorative;yoga mat;beginner;seated;side body;spine|breath;45;false;true;true;true;published;Restorative Seated Side Bend Guide;A gentle seated side bend for relaxation.;Yoga practitioner in a restorative side bend.;
