poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-7-8-9-10-11-12-13-14.101.png;bound-lotus-prayer;Bound Lotus with Reverse Prayer;Baddha Padmasana;Baddha Padmasana;A seated lotus variation with hands in reverse prayer to open the shoulders.;Baddha Padmasana with reverse prayer deeply opens the shoulders and chest while encouraging spinal extension and focus. This advanced seated posture enhances posture awareness and calm concentration.;Opens shoulders and chest|Improves posture|Enhances focus|Strengthens upper back;Move slowly into shoulder bind|Avoid forcing knees or wrists;Knee injuries|Shoulder injuries|Wrist pain;Sit in lotus position|Bring hands behind back|Press palms together|Lift chest gently;Keep spine tall|Draw shoulders back|Engage core lightly;Use half lotus|Hold forearms instead of palms;Reverse prayer lotus;seated|shoulders|chest;yoga mat;advanced;seated;shoulders;chest|spine;40;false;false;false;true;published;Bound Lotus with Reverse Prayer Pose;Explore Baddha Padmasana with reverse prayer for shoulder opening and focus.;Yoga practitioner performing Bound Lotus with reverse prayer hands.;Yoga practitioner performing kneeling side stretch pose.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yoga pose showing kneeling half split stretch.
FLOW-7-8-9-10-11-12-13-14.102.png;lotus-shoulder-stretch;Lotus Shoulder Stretch;Padmasana Shoulder Stretch;Padmasana Shoulder Stretch;A seated lotus pose focusing on shoulder flexibility.;This lotus-based shoulder stretch targets the upper back and shoulders, helping release tension while maintaining a grounded seated posture.;Improves shoulder mobility|Releases upper back tension|Encourages calm breathing;Avoid forcing arm bind|Keep neck relaxed;Shoulder injuries|Knee pain;Sit in lotus|Lift one arm overhead|Bind hands behind back|Hold gently;Keep chest open|Relax neck and jaw;Use half lotus|Use strap between hands;Bound shoulder stretch;seated|shoulders|stretch;yoga mat;intermediate;seated;shoulders;upper back;30;false;false;false;true;published;Lotus Shoulder Stretch Pose;Learn a seated lotus shoulder stretch to release upper body tension.;Yoga practitioner performing lotus shoulder stretch.;Yoga practitioner performing kneeling side bend with twist.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Low lunge yoga pose with hands on hips.
FLOW-7-8-9-10-11-12-13-14.103.png;seated-wide-angle-lift;Seated Wide Angle Lift;Upavistha Konasana Lift;Upavistha Konasana Lift;A dynamic seated pose lifting both legs wide.;Upavistha Konasana Lift strengthens the core and hip flexors while challenging balance and flexibility in a seated wide-angle position.;Strengthens core|Improves hip flexibility|Builds balance;Avoid jerking movements|Keep breath steady;Lower back pain|Hip injuries;Sit wide-legged|Lift legs with hands|Engage core|Hold briefly;Lift through inner thighs|Keep spine long;Bend knees slightly|Lift one leg at a time;Wide-angle lift;seated|core|hips;yoga mat;advanced;seated;core;hips|legs;25;false;false;false;true;published;Seated Wide Angle Lift Pose;Build core strength with a dynamic wide-angle seated lift.;Yoga practitioner lifting legs in wide-angle seated pose.;Yoga practitioner in runner’s lunge position.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yoga practitioner performing crescent lunge with arms raised.
FLOW-7-8-9-10-11-12-13-14.104.png;boat-wide-legs;Wide-Legged Boat Pose;Upavistha Navasana;Upavistha Navasana;A core-strengthening boat pose with legs extended wide.;Upavistha Navasana challenges balance and core strength while stretching the inner thighs in a wide-legged variation of Boat Pose.;Strengthens core|Improves balance|Stretches inner thighs;Avoid rounding lower back|Engage core fully;Lower back pain|Hip flexor strain;Sit tall|Lift legs wide|Hold feet or shins|Balance on sit bones;Lift chest|Draw navel in|Steady gaze;Bend knees|Support hands behind thighs;Wide-legged boat;seated|core|balance;yoga mat;advanced;seated;core;hips|legs;30;false;false;false;true;published;Wide-Legged Boat Pose Guide;Challenge your core with Upavistha Navasana.;Yoga practitioner performing wide-legged boat pose.;Yoga practitioner in forearm lunge pose.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yoga practitioner performing prayer twist lunge.
FLOW-7-8-9-10-11-12-13-14.105.png;boat-pose;Boat Pose;Navasana;Navasana;A classic seated balance that builds core strength.;Navasana is a foundational core pose that improves balance, posture, and abdominal strength through controlled engagement.;Strengthens core|Improves balance|Builds stamina;Avoid collapsing chest|Breathe steadily;Lower back pain;Sit tall|Lift legs|Extend arms forward|Balance;Lengthen spine|Engage core|Relax shoulders;Bend knees|Hold behind thighs;Half boat|Low boat;seated|core|balance;yoga mat;intermediate;seated;core;hips;30;false;false;false;true;published;Boat Pose (Navasana);Learn proper alignment and benefits of Boat Pose.;Yoga practitioner balancing in Boat Pose.;Yoga practitioner in side angle pose variation.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yoga practitioner in wide stance prayer squat.
