poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.021.png;plank-pose;Plank Pose;Kumbhakasana;Kumbhakasana;A strong foundational plank posture with straight arms.;Builds total body strength and core stability.;Strengthens core|Arms|Legs;Avoid sagging hips|Keep neck neutral;Wrist injury|Shoulder pain;Start on all fours|Step feet back;Press hands firmly|Engage core;Lower knees;High plank;plank|core|strength;yoga mat;beginner;prone;full body;core|arms;30;false;false;false;true;published;Plank Pose Guide;A foundational plank posture.;Yoga practitioner holding Plank Pose.;
FLOW-19-24.022.png;three-legged-plank;Three-Legged Plank;Three-Legged Plank;Three-Legged Plank;Plank pose with one leg lifted.;Challenges balance while strengthening core and glutes.;Strengthens glutes|Core|Arms;Avoid hip rotation|Keep shoulders steady;Lower back pain|Wrist injury;From plank|Lift one leg;Engage glutes|Stabilize shoulders;Lower lifted foot;Three leg plank;plank|balance|strength;yoga mat;intermediate;prone;glutes;core|legs;30;false;false;false;true;published;Three-Legged Plank Guide;A balancing plank variation.;Yoga practitioner in Three-Legged Plank.;
FLOW-19-24.023.png;knee-to-chest-plank;Knee to Chest Plank;Knee-to-Chest Plank;Knee-to-Chest Plank;Plank variation drawing knee toward chest.;Enhances abdominal strength and control.;Strengthens abs|Hip flexors|Core;Avoid rounding shoulders;Wrist pain|Hip injury;From plank|Draw knee in;Exhale deeply|Engage abs;Keep knee down;Mountain climber hold;plank|core|abs;yoga mat;intermediate;prone;core;abs|hips;30;false;false;false;true;published;Knee to Chest Plank Guide;A core focused plank variation.;Yoga practitioner drawing knee to chest in plank.;
FLOW-19-24.024.png;one-arm-plank-reach;One Arm Plank Reach;One Arm Plank Reach;One Arm Plank Reach;Plank pose balancing on one arm with reach.;Improves shoulder stability and core control.;Strengthens shoulders|Core|Balance;Avoid shifting hips;Shoulder injury|Wrist pain;From plank|Lift one arm forward;Engage core|Stabilize hips;Widen stance;Single arm plank;plank|balance|strength;yoga mat;advanced;prone;shoulders;core|arms;30;false;false;false;true;published;One Arm Plank Reach Guide;A challenging balance plank.;Yoga practitioner reaching arm forward in plank.;
FLOW-19-24.025.png;one-arm-three-legged-plank;One Arm Three-Legged Plank;One Arm Three-Legged Plank;One Arm Three-Legged Plank;Advanced plank with one arm and opposite leg lifted.;Builds extreme core and balance strength.;Strengthens full body|Balance|Core;Avoid collapsing torso;Shoulder injury|Lower back pain;From plank|Lift arm and opposite leg;Engage everything;Lower knee and hand;Contralateral plank;plank|advanced|balance;yoga mat;advanced;prone;full body;core|glutes;30;false;false;false;true;published;One Arm Three-Legged Plank Guide;An advanced plank balance.;Yoga practitioner balancing on one arm and leg.;
FLOW-19-24.026.png;extended-one-arm-plank;Extended One Arm Plank;Extended One Arm Plank;Extended One Arm Plank;One arm plank with long reach and leg lift.;Enhances neuromuscular coordination.;Strengthens core|Shoulders|Glutes;Avoid overreaching;Wrist injury|Shoulder pain;From one arm plank|Extend reach;Breathe steadily;Shorten reach;Extended plank;plank|coordination|strength;yoga mat;advanced;prone;core;arms|legs;30;false;false;false;true;published;Extended One Arm Plank Guide;A dynamic plank extension.;Yoga practitioner extending arm and leg in plank.;
FLOW-19-24.027.png;side-plank;Side Plank;Vasisthasana;Vasisthasana;A lateral plank balancing on one arm.;Strengthens obliques and shoulders.;Strengthens obliques|Arms|Legs;Avoid sinking shoulder;Shoulder injury|Wrist pain;From plank|Roll to side;Stack feet|Lift hips;Lower knee;Side plank;side plank|core|balance;yoga mat;intermediate;side;obliques;core|arms;30;false;false;false;true;published;Side Plank Guide;A classic side balance pose.;Yoga practitioner holding Side Plank.;
FLOW-19-24.028.png;side-plank-hold;Side Plank Hold;Side Plank Hold;Side Plank Hold;Stable side plank held with control.;Improves endurance and alignment.;Builds endurance|Core stability;Avoid collapsing waist;Shoulder injury;Hold side plank;Engage side body;Drop bottom knee;Static side plank;side plank|hold|core;yoga mat;intermediate;side;core;obliques|arms;30;false;false;false;true;published;Side Plank Hold Guide;A static side plank hold.;Yoga practitioner holding Side Plank.;
FLOW-19-24.029.png;side-plank-leg-lift;Side Plank Leg Lift;Side Plank Leg Lift;Side Plank Leg Lift;Side plank with top leg lifted.;Strengthens hips and outer thighs.;Strengthens hips|Glutes|Core;Avoid rocking;Hip injury;From side plank|Lift top leg;Control movement;Keep foot down;Side plank variation;side plank|hips|strength;yoga mat;advanced;side;hips;glutes|core;30;false;false;false;true;published;Side Plank Leg Lift Guide;A hip-focused side plank.;Yoga practitioner lifting leg in Side Plank.;
FLOW-19-24.030.png;side-plank-step-through;Side Plank Step Through;Side Plank Step Through;Side Plank Step Through;Dynamic side plank with leg threading.;Improves mobility and strength.;Enhances mobility|Core strength;Avoid rushing;Shoulder injury|Hip pain;From side plank|Thread leg;Move slowly;Hold static version;Dynamic side plank;side plank|flow|mobility;yoga mat;advanced;side;full body;core|hips;30;false;false;false;true;published;Side Plank Step Through Guide;A flowing side plank variation.;Yoga practitioner transitioning in Side Plank.;
