poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.101.png;supine-leg-hold;Supine Leg Hold;Supine Leg Hold;A reclined position holding one leg upward.;Stretches hamstrings and calms the nervous system.;Hamstrings stretch|Relaxation|Mobility;Keep pelvis neutral|Avoid locking knee;Hamstring injury|Low back pain;Lie down|Lift one leg|Hold foot;Relax shoulders|Breathe steadily;Use strap;Reclined stretch;supine|hamstrings|stretch;yoga mat;beginner;supine;hamstrings;stretch|relax;30;false;true;true;true;published;Supine Leg Hold Guide;A calming stretch for the hamstrings.;Yoga practitioner holding one leg while lying down.;Yoga practitioner performing Boat Pose.;
FLOW-15-16-17-18.102.png;supine-leg-hold-variation;Supine Leg Hold Variation;Supine Leg Hold Variation;A gentle variation of supine leg stretch.;Improves flexibility and body awareness.;Hamstrings|Mobility|Awareness;Do not strain|Support head;Hamstring strain;Lift leg slowly|Support pelvis;Soft breath|Ease tension;Use strap;Gentle stretch;supine|legs|flexibility;yoga mat;beginner;supine;legs;mobility|stretch;30;false;true;true;true;published;Supine Leg Hold Variation;A softer variation of leg stretch.;Yoga practitioner practicing supine leg stretch.;Yoga practitioner in supported boat pose.;
FLOW-15-16-17-18.103.png;core-leg-raise;Core Leg Raise;Core Leg Raise;A core-focused leg raise posture.;Builds abdominal strength and control.;Core strength|Stability|Focus;Engage core|Protect neck;Neck pain|Hernia;Lift legs|Engage abs;Steady breath|Focused gaze;Hands under hips;Core exercise;supine|core|strength;yoga mat;intermediate;supine;core;strength|control;30;false;true;true;true;published;Core Leg Raise Guide;Strengthens deep abdominal muscles.;Yoga practitioner performing leg raise.;Yoga practitioner holding arms overhead in Boat Pose.;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.104.png;hollow-body-hold;Hollow Body Hold;Hollow Body Hold;A strong supine core engagement posture.;Develops deep core stability.;Core|Endurance|Control;Keep lower back grounded;Back pain;Lift legs|Lower arms;Controlled breathing|Firm core;Bend knees;Core hold;supine|core|control;yoga mat;intermediate;supine;core;stability|strength;30;false;true;true;true;published;Hollow Body Hold Guide;A powerful core strengthening pose.;Yoga practitioner holding hollow body position.;Yoga practitioner in Full Boat Pose.;
FLOW-15-16-17-18.105.png;low-boat-hold;Low Boat Hold;Low Boat Hold;A low variation of boat pose on the back.;Builds abdominal endurance.;Core|Balance|Strength;Avoid neck tension;Neck strain;Lift legs|Arms by sides;Smooth breath|Steady core;Hands under hips;Boat variation;supine|core|balance;yoga mat;intermediate;supine;core;endurance|strength;30;false;true;true;true;published;Low Boat Hold Guide;A core-focused reclining pose.;Yoga practitioner holding low boat.;Yoga practitioner holding feet in a seated balance.;
FLOW-15-16-17-18.106.png;supine-leg-extension;Supine Leg Extension;Supine Leg Extension;A controlled leg extension from supine.;Improves core and leg coordination.;Core|Legs|Coordination;Move slowly|Control range;Hip pain;Extend legs|Engage abs;Calm breath|Focused mind;Hands under hips;Leg control;supine|legs|core;yoga mat;intermediate;supine;legs;control|strength;30;false;true;true;true;published;Supine Leg Extension Guide;Controlled core and leg exercise.;Yoga practitioner extending legs supine.;Yoga practitioner in wide-leg boat pose.;
FLOW-15-16-17-18.107.png;supine-leg-lift;Supine Leg Lift;Supine Leg Lift;A vertical leg lift in supine position.;Supports circulation and core activation.;Circulation|Core|Awareness;Keep pelvis grounded;Lower back pain;Lift legs|Align hips;Relax jaw|Breathe evenly;Wall support;Leg lift;supine|legs|alignment;yoga mat;beginner;supine;legs;alignment|calm;30;false;true;true;true;published;Supine Leg Lift Guide;A gentle leg lift for alignment.;Yoga practitioner lifting legs upward.;Yoga practitioner in Boat Pose with prayer hands.;
FLOW-15-16-17-18.108.png;childs-pose;Child’s Pose;Child’s Pose;A resting kneeling posture with forward fold.;Promotes deep relaxation and grounding.;Relaxation|Spine release|Calm;Soften shoulders|Rest head;Knee pain;Kneel|Fold forward;Slow breath|Let go;Bolster under chest;Resting pose;kneeling|rest|spine;yoga mat;beginner;kneeling;spine;rest|relax;60;false;true;true;true;published;Child’s Pose Guide;A deeply calming resting posture.;Yoga practitioner resting in Child’s Pose.;Yoga practitioner performing one-leg boat pose.;
FLOW-15-16-17-18.109.png;extended-childs-pose;Extended Child’s Pose;Extended Child’s Pose;A lengthened version of Child’s Pose.;Stretches spine and shoulders.;Spine|Shoulders|Relaxation;Reach evenly|Relax neck;Shoulder injury;Extend arms|Fold hips;Deep breath|Soft body;Blocks under arms;Extended rest;kneeling|stretch|rest;yoga mat;beginner;kneeling;spine;stretch|relax;60;false;true;true;true;published;Extended Child’s Pose Guide;A longer stretch for the spine.;Yoga practitioner in extended Child’s Pose.;Yoga practitioner in boat pose with hands behind head.;
FLOW-15-16-17-18.110.png;active-childs-pose;Active Child’s Pose;Active Child’s Pose;A slightly lifted and active child’s pose.;Encourages mobility with support.;Mobility|Spine|Breath;Engage arms|Protect knees;Knee pain;Lift hips|Reach arms;Steady breath|Gentle effort;Blanket support;Active rest;kneeling|mobility|spine;yoga mat;beginner;kneeling;spine;mobility|support;60;false;true;true;true;published;Active Child’s Pose Guide;A gentle active variation of Child’s Pose.;Yoga practitioner in active child’s pose.;Yoga practitioner hugging knee to chest on the mat.;
