poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.051.png;full-wheel-pose;Full Wheel Pose;Urdhva Dhanurasana;Urdhva Dhanurasana;A full backbend supported by hands and feet.;This advanced backbend opens the chest, shoulders, and hip flexors while building strength.;Opens chest|Strengthens spine|Energizes body;Avoid elbow splaying|Protect lower back;Wrist injury|Lower back pain;Lie on back|Place hands by ears|Press up;Engage legs|Lift chest|Breathe steadily;Use blocks|Practice bridge first;Upward Bow Pose;backbend|strength|flexibility;yoga mat;advanced;backbend;spine;chest|shoulders;30;false;false;false;true;published;Full Wheel Pose Guide;A powerful full backbend posture.;Yoga practitioner in Full Wheel Pose.;
FLOW-19-24.052.png;one-leg-wheel-pose;One-Leg Wheel Pose;Eka Pada Urdhva Dhanurasana;Eka Pada Urdhva Dhanurasana;A single-leg variation of full wheel.;This variation increases strength, balance, and spinal control.;Improves balance|Strengthens legs|Deepens backbend;Keep hips level|Avoid neck compression;Back injury|Hip instability;Enter wheel|Lift one leg;Press evenly|Engage core;Keep lifted foot low;One-Leg Upward Bow;backbend|balance|strength;yoga mat;advanced;backbend;hips;glutes|core;30;false;false;false;true;published;One-Leg Wheel Pose Guide;A challenging one-leg wheel variation.;Yoga practitioner in One-Leg Wheel Pose.;
FLOW-19-24.053.png;camel-pose-arms-up;Camel Pose Arms Up;Ustrasana;Ustrasana;A kneeling backbend with arms reaching overhead.;This version builds spinal extension while maintaining control.;Opens chest|Improves posture|Strengthens back;Avoid crunching neck|Support lower back;Knee pain|Back injury;Kneel upright|Lift arms|Lean back;Lengthen spine|Engage glutes;Hands on hips;Arms Raised Camel;backbend|kneeling|chest;yoga mat;intermediate;kneeling;spine;chest|hips;30;false;false;false;true;published;Camel Pose Arms Up Guide;A gentle kneeling backbend.;Yoga practitioner in Camel Pose with arms raised.;
FLOW-19-24.054.png;camel-pose-hands-hips;Camel Pose Hands on Hips;Ustrasana;Ustrasana;A supported camel pose with hands on hips.;This variation allows controlled spinal extension.;Improves flexibility|Supports spine|Builds awareness;Avoid collapsing lower back|Keep thighs vertical;Lower back pain|Knee injury;Kneel|Hands to hips|Lean back;Lift sternum|Engage thighs;Use block between thighs;Supported Camel;backbend|kneeling|support;yoga mat;intermediate;kneeling;spine;posture|hips;30;false;false;false;true;published;Camel Pose Hands on Hips Guide;A supported camel backbend.;Yoga practitioner in supported Camel Pose.;
FLOW-19-24.055.png;camel-pose-hands-heels;Camel Pose Hands to Heels;Ustrasana;Ustrasana;A classic camel pose holding the heels.;This posture deeply opens the front body.;Stretches hip flexors|Opens chest|Strengthens back;Do not drop head|Protect lumbar spine;Neck injury|Back pain;Kneel|Reach heels|Press hips forward;Lift chest|Breathe deeply;Use blocks under hands;Classic Camel Pose;backbend|chest|hips;yoga mat;intermediate;kneeling;spine;hip-flexors|chest;30;false;false;false;true;published;Camel Pose Hands to Heels Guide;A classic heart-opening backbend.;Yoga practitioner holding heels in Camel Pose.;
FLOW-19-24.056.png;camel-pose-deep;Deep Camel Pose;Ustrasana;Ustrasana;A deeper variation of camel with increased spinal extension.;This pose challenges flexibility and breath control.;Deepens backbend|Increases mobility|Energizes body;Avoid neck strain|Maintain breath;Back injury|Neck pain;Enter camel|Deepen arch;Engage legs|Relax jaw;Use props as needed;Deep Backbend Camel;backbend|advanced|chest;yoga mat;advanced;kneeling;spine;flexibility|strength;30;false;false;false;true;published;Deep Camel Pose Guide;An advanced camel backbend.;Yoga practitioner in Deep Camel Pose.;
FLOW-19-24.057.png;camel-pose-variation;Camel Pose Variation;Ustrasana;Ustrasana;A modified camel pose emphasizing control.;This variation focuses on alignment and safety.;Improves posture|Builds confidence|Enhances awareness;Avoid rushing|Keep knees grounded;Knee pain|Spinal injury;Kneel|Adjust depth|Hold position;Engage core|Steady breath;Use yoga blocks;Modified Camel;backbend|kneeling|alignment;yoga mat;beginner;kneeling;spine;alignment|posture;30;false;false;false;true;published;Camel Pose Variation Guide;A safe camel pose modification.;Yoga practitioner in modified Camel Pose.;
FLOW-19-24.058.png;camel-pose-hands-feet;Camel Pose Holding Feet;Ustrasana;Ustrasana;A camel variation with hands gripping feet.;This posture enhances spinal flexibility.;Opens chest|Strengthens thighs|Improves balance;Do not force depth|Protect knees;Knee injury|Back pain;Kneel|Reach feet|Lift chest;Press hips forward|Breathe;Use blocks under feet;Foot Hold Camel;backbend|kneeling|stretch;yoga mat;intermediate;kneeling;spine;hips|thighs;30;false;false;false;true;published;Camel Pose Holding Feet Guide;A grounded camel backbend.;Yoga practitioner holding feet in Camel Pose.;
FLOW-19-24.059.png;camel-pose-supported;Supported Camel Pose;Ustrasana;Ustrasana;A camel pose using props for support.;This version allows safer backbending.;Reduces strain|Improves comfort|Builds confidence;Maintain support|Avoid overextension;Back injury|Knee pain;Kneel|Place props|Lean back;Engage legs|Relax shoulders;Bolster support;Restorative Camel;backbend|restorative|support;yoga mat;beginner;kneeling;spine;relaxation|support;30;false;false;false;true;published;Supported Camel Pose Guide;A gentle supported backbend.;Yoga practitioner in supported Camel Pose.;
FLOW-19-24.060.png;camel-pose-exit;Camel Pose Exit;Ustrasana;Ustrasana;The controlled exit from camel pose.;This transition protects the spine after backbending.;Prevents dizziness|Protects spine|Encourages awareness;Exit slowly|Support lower back;Dizziness|Back injury;Hands to hips|Lift torso|Sit back;Engage core|Neutral spine;Pause before sitting;Camel Exit;transition|kneeling|safety;yoga mat;all-levels;kneeling;spine;safety|awareness;30;false;false;false;true;published;Camel Pose Exit Guide;A safe transition out of camel pose.;Yoga practitioner exiting Camel Pose.;
