poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.061.png;seated-pigeon-prep;Seated Pigeon Prep;Seated Pigeon Prep;A seated pigeon preparation stretch.;A deep hip-opening seated posture preparing the body for pigeon variations.;Opens hips|Releases tension|Improves mobility;Avoid forcing hips|Support with props;Knee pain|Hip injury;Sit tall|Bend front leg|Relax shoulders;Breathe steadily|Soften hips;Use block under hip;Seated pigeon variation;seated|hips|stretch;yoga mat;intermediate;seated;hips;hip-opening|mobility;30;false;true;true;true;published;Seated Pigeon Prep Guide;A seated preparation for deep hip opening.;Yoga practitioner in a seated pigeon preparation pose.;;
FLOW-15-16-17-18.062.png;half-pigeon-upright;Half Pigeon Upright;Half Pigeon Upright;An upright half pigeon posture.;This pose deeply stretches the hips and glutes while maintaining spinal lift.;Deep hip stretch|Improves flexibility|Releases glutes;Do not collapse spine|Protect knees;Knee pain|Lower back issues;Front leg bent|Back leg extended|Chest lifted;Inhale lift|Exhale soften;Blanket under hip;Half pigeon seated;seated|pigeon|hips;yoga mat;intermediate;seated;hips;hip-opening|flexibility;45;false;true;true;true;published;Half Pigeon Upright Guide;A seated half pigeon variation for hip mobility.;Practitioner holding an upright half pigeon pose.;Yoga practitioner in seated prayer pose.;
FLOW-15-16-17-18.063.png;half-pigeon-forearms;Half Pigeon on Forearms;Half Pigeon on Forearms;A supported forward fold in pigeon.;This variation increases hip release while supporting the upper body.;Releases hips|Calms nervous system|Deep stretch;Do not overstretch|Use support;Knee injury|Hip injury;Lower onto forearms|Relax neck;Slow breathing|Release tension;Bolster under chest;Supported pigeon;seated|forward-fold|hips;yoga mat;intermediate;seated;hips;stretch|restorative;60;false;true;true;true;published;Half Pigeon Forearm Guide;A supported pigeon pose for deep release.;Yoga practitioner resting on forearms in pigeon pose.;;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.064.png;half-pigeon-resting;Resting Half Pigeon;Resting Half Pigeon;A fully resting pigeon variation.;A restorative posture allowing deep hip release and relaxation.;Deep relaxation|Hip opening|Stress relief;Support hips|No knee pain;Knee injury|Hip replacement;Fold forward|Rest arms;Breathe softly|Let go;Bolster and blanket;Restorative pigeon;seated|restorative|hips;yoga mat;all-levels;seated;hips;restorative|release;90;false;true;true;true;published;Resting Half Pigeon Guide;A restorative pigeon posture for deep relaxation.;Practitioner resting fully in half pigeon pose.;;
FLOW-15-16-17-18.065.png;low-lunge-split;Low Lunge Split Prep;Low Lunge Split Prep;A low lunge transitioning toward split.;This posture lengthens the hip flexors and hamstrings.;Hip flexor stretch|Hamstring lengthening|Mobility;Protect knees|Use padding;Knee pain|Hamstring injury;Front leg extended|Hands grounded;Lengthen spine|Steady breath;Blocks under hands;Lunge split prep;lunge|hips|hamstrings;yoga mat;intermediate;floor;hips;stretch|flexibility;45;false;true;true;true;published;Low Lunge Split Guide;A preparatory posture for split flexibility.;Yoga practitioner in a low lunge split preparation.;;
FLOW-15-16-17-18.066.png;half-split-fold;Half Split Forward Fold;Half Split Forward Fold;A forward fold over an extended leg.;This pose deeply stretches the hamstrings while grounding the hips.;Hamstring stretch|Calms mind|Improves flexibility;Do not round excessively;Hamstring injury;Fold from hips|Hands grounded;Exhale deepen;Blocks under hands;Half split;forward-fold|hamstrings;yoga mat;intermediate;floor;legs;stretch|mobility;45;false;true;true;true;published;Half Split Forward Fold Guide;A grounding hamstring stretch.;Practitioner folding forward in half split pose.;Yoga practitioner performing Gomukhasana arms.;
FLOW-15-16-17-18.067.png;boat-pose-prep;Boat Pose Prep;Boat Pose Prep;A preparatory boat pose with bent knees.;This posture builds core strength while maintaining balance.;Strengthens core|Improves balance|Builds focus;Avoid rounding back;Lower back pain;Lift feet|Hold shins;Engage core|Steady breath;Sit on block;Boat prep;core|balance|seated;yoga mat;beginner;seated;core;strength|balance;30;false;true;true;true;published;Boat Pose Prep Guide;A gentle preparation for boat pose.;Yoga practitioner holding a bent-knee boat pose.;;
FLOW-15-16-17-18.068.png;boat-pose-hold;Boat Pose Hold;Boat Pose Hold;A balanced core-strengthening pose.;This classic pose strengthens the abdominal muscles and improves stability.;Core strength|Balance|Focus;Keep spine long;Lower back injury;Lift legs|Hold balance;Engage core|Breathe evenly;Hands behind thighs;Boat pose;core|balance|strength;yoga mat;intermediate;seated;core;strength|stability;40;false;true;true;true;published;Boat Pose Guide;A strong seated balance posture.;Practitioner holding full boat pose.;;
FLOW-15-16-17-18.069.png;boat-pose-extended;Extended Boat Pose;Extended Boat Pose;A more challenging boat pose variation.;Extending the legs increases core engagement and balance demand.;Advanced core|Balance|Endurance;Avoid neck tension;Back injury;Extend legs|Lift chest;Focus gaze|Control breath;Hands on thighs;Extended boat;core|advanced|balance;yoga mat;advanced;seated;core;strength|endurance;45;false;true;true;true;published;Extended Boat Pose Guide;An advanced variation of boat pose.;Yoga practitioner holding an extended boat pose.;;
FLOW-15-16-17-18.070.png;boat-pose-release;Boat Pose Release;Boat Pose Release;A controlled release from boat pose.;This posture safely exits core engagement and returns to neutral.;Releases core|Restores breath|Stability;Lower slowly;Back injury;Bend knees|Lower feet;Exhale soften;Sit tall;Boat release;core|release|seated;yoga mat;beginner;seated;core;release|control;20;false;true;true;true;published;Boat Pose Release Guide;A controlled exit from boat pose.;Practitioner releasing from boat pose with control.;;
