poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.011.png;tiger-pose-hold;Tiger Pose Hold;Vyaghrasana;Vyaghrasana;A balancing tabletop posture with knee bent and foot held.;This variation strengthens the back body while improving balance and spinal stability.;Strengthens glutes|Improves balance|Enhances coordination;Avoid collapsing lower back|Keep hips level;Knee pain|Lower back injury;Start in tabletop|Bend knee|Hold foot behind;Engage core|Keep chest open;Use strap|Keep foot on floor;Tabletop leg hold;tabletop|balance|backbend;yoga mat;intermediate;tabletop;spine;glutes|core;30;false;false;false;true;published;Tiger Pose Hold Guide;A balancing tabletop pose with a bind.;Yoga practitioner holding foot in Tiger Pose.;
FLOW-19-24.012.png;tiger-pose-extended;Tiger Pose Extended;Vyaghrasana Extended;Vyaghrasana Extended;A deeper tiger pose with lifted leg.;This pose builds strength in the posterior chain and challenges balance.;Strengthens back body|Improves focus|Builds stability;Avoid twisting hips;Knee pain|Hip injury;Lift leg higher|Extend chest;Stabilize shoulders|Breathe steadily;Lower leg height;Modified tiger pose;tabletop|strength|balance;yoga mat;intermediate;tabletop;glutes;spine|core;35;false;false;false;true;published;Extended Tiger Pose Guide;Progressing tiger pose for strength.;Yoga practitioner in extended tiger pose.;
FLOW-19-24.013.png;forearm-frog;Forearm Frog Pose;Mandukasana;Mandukasana;A grounding hip-opening posture on forearms.;This pose deeply opens the inner thighs and hips while maintaining support.;Opens hips|Releases groin|Grounds body;Avoid knee strain;Knee injury|Groin strain;Lower to forearms|Open knees wide;Relax jaw|Breathe deeply;Use bolster;Supported frog;hip-opening|grounding|floor;yoga mat;intermediate;floor;hips;inner thighs;45;false;false;true;true;published;Forearm Frog Pose Guide;A deep hip-opening floor pose.;Yoga practitioner practicing forearm frog pose.;
FLOW-19-24.014.png;wide-knee-rest;Wide-Knee Rest Pose;Wide Knee Child;Wide Knee Child;A restorative wide-knee resting posture.;This pose allows deep relaxation while gently opening the hips.;Restorative|Calms nervous system|Opens hips;Support knees;Knee pain;Lower torso|Relax arms;Release breath;Use bolster;Restorative child;restorative|hips|rest;yoga mat;beginner;floor;hips;spine|mind;60;false;true;true;true;published;Wide-Knee Rest Guide;A restorative resting pose.;Yoga practitioner resting in wide-knee pose.;
FLOW-19-24.015.png;wide-knee-side-stretch;Wide-Knee Side Stretch;Parsva Balasana;Parsva Balasana;A side stretch from wide-knee position.;This variation lengthens the side body and spine.;Stretches side body|Releases shoulders;Avoid collapsing chest;Shoulder pain;Reach arm long|Shift hips back;Breathe into ribs;Lower arm;Side child stretch;side-stretch|floor|hips;yoga mat;beginner;floor;side body;spine|shoulders;40;false;true;true;true;published;Wide-Knee Side Stretch Guide;A gentle side stretch variation.;Yoga practitioner in side stretch from child pose.;
FLOW-19-24.016.png;high-plank;High Plank;Phalakasana;Phalakasana;A strong full-body plank position.;This pose builds core strength and shoulder stability.;Strengthens core|Builds endurance;Avoid sagging hips;Wrist pain|Shoulder injury;Press hands|Engage legs;Lengthen spine;Drop knees;Knee plank;plank|strength|core;yoga mat;beginner;plank;core;shoulders|legs;30;false;false;false;true;published;High Plank Pose Guide;A foundational strength pose.;Yoga practitioner holding high plank.;
FLOW-19-24.017.png;tabletop-neutral;Neutral Tabletop;Tabletop Neutral;Tabletop Neutral;A neutral spine tabletop position.;This posture establishes alignment and spinal awareness.;Improves alignment|Builds awareness;Avoid locking elbows;Wrist pain;Stack joints|Neutral spine;Engage core;Use fists;Basic tabletop;tabletop|foundation|alignment;yoga mat;beginner;tabletop;spine;core;30;false;true;false;true;published;Neutral Tabletop Guide;Learn proper tabletop alignment.;Yoga practitioner in neutral tabletop.;
FLOW-19-24.018.png;tabletop-toe-tuck;Tabletop Toe Tuck;Toe Tuck Tabletop;Toe Tuck Tabletop;A tabletop variation with toes tucked.;This pose strengthens the feet and prepares for transitions.;Strengthens feet|Builds stability;Avoid ankle strain;Foot injury;Tuck toes|Press mat;Distribute weight;Untuck toes;Toe awareness drill;tabletop|feet|strength;yoga mat;beginner;tabletop;feet;ankles|legs;30;false;true;false;true;published;Tabletop Toe Tuck Guide;A preparatory tabletop variation.;Yoga practitioner tucking toes in tabletop.;
FLOW-19-24.019.png;tabletop-knee-hover;Tabletop Knee Hover;Knee Hover Tabletop;Knee Hover Tabletop;A strength-building tabletop with knees lifted.;This pose challenges core and shoulder stability.;Strengthens core|Builds heat;Avoid shoulder collapse;Wrist injury;Lift knees|Hold briefly;Engage belly;Lower knees;Modified hover;tabletop|strength|core;yoga mat;intermediate;tabletop;core;shoulders;20;false;false;false;true;published;Tabletop Knee Hover Guide;A core-strengthening tabletop pose.;Yoga practitioner hovering knees.;
FLOW-19-24.020.png;tabletop-knee-bend;Tabletop Knee Bend;Tabletop Knee Bend;Tabletop Knee Bend;A gentle knee-bending tabletop variation.;This pose mobilizes the ankles and knees.;Improves mobility|Gentle strengthening;Avoid knee pressure;Knee pain;Bend knees|Control movement;Move slowly;Use padding;Mobility drill;tabletop|mobility|knees;yoga mat;beginner;tabletop;knees;ankles|hips;30;false;true;false;true;published;Tabletop Knee Bend Guide;A gentle mobility-focused pose.;Yoga practitioner bending knees in tabletop.;
