poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.031.png;seated-neck-release;Seated Neck Release;Seated Neck Stretch;Seated Neck Stretch;A gentle seated neck stretch to release tension.;This seated neck release gently stretches the sides of the neck and upper shoulders, helping relieve accumulated tension.;Releases neck tension|Relieves stress|Improves mobility;Avoid pulling the head;Neck injuries|Cervical disc issues;Sit tall|Tilt head to one side|Hold gently;Relax shoulders|Breathe slowly;Support elbow on block;Side neck stretch;seated|neck|release;yoga mat;beginner;seated;neck;shoulders|spine;20;false;true;false;true;published;Seated Neck Release Guide;A gentle seated stretch to ease neck tension.;Yoga practitioner performing a seated neck release.;
FLOW-15-16-17-18.032.png;seated-neck-flexion;Seated Neck Flexion;Neck Flexion Stretch;Neck Flexion Stretch;A forward neck stretch to release the back of the neck.;This pose gently lengthens the cervical spine, easing stiffness and promoting relaxation.;Stretches neck|Relieves stiffness|Calms nervous system;Avoid forcing the stretch;Neck injuries;Sit upright|Chin toward chest|Relax arms;Let gravity assist|Slow breathing;Limit range;Gentle neck fold;seated|neck|stretch;yoga mat;beginner;seated;neck;upper back|breath;20;false;true;false;true;published;Seated Neck Flexion;A simple neck stretch for daily relief.;Yoga practitioner performing seated neck flexion.;
FLOW-15-16-17-18.033.png;seated-neck-extension;Seated Neck Extension;Neck Extension Stretch;Neck Extension Stretch;A gentle neck extension to open the throat area.;This stretch counteracts forward-head posture and increases awareness in the cervical spine.;Opens throat|Improves posture|Enhances awareness;Avoid compressing neck;Cervical spine issues;Sit tall|Lift chin slightly|Keep chest open;Lengthen before lifting|Breathe evenly;Keep gaze forward;Mild neck lift;seated|neck|extension;yoga mat;beginner;seated;neck;throat|spine;15;false;true;false;true;published;Seated Neck Extension;A gentle extension to counter neck stiffness.;Yoga practitioner performing seated neck extension.;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.034.png;seated-shoulder-rolls;Seated Shoulder Rolls;Shoulder Rolls Seated;Shoulder Rolls;A dynamic movement to mobilize the shoulders.;These shoulder rolls improve circulation and release tension in the upper back and neck.;Releases shoulders|Improves circulation|Reduces stiffness;Move slowly;Shoulder injuries;Roll shoulders up|Back|Down|Forward;Coordinate with breath;Reduce range;Single-direction rolls;seated|shoulders|mobility;yoga mat;beginner;seated;shoulders;neck|upper back;20;false;true;false;true;published;Seated Shoulder Rolls;A simple movement to free shoulder tension.;Yoga practitioner performing seated shoulder rolls.;
FLOW-15-16-17-18.035.png;seated-arm-stretch;Seated Arm Stretch;Seated Arm Stretch;Seated Arm Stretch;A simple arm stretch performed in a seated position.;This stretch lengthens the arms and shoulders while maintaining spinal alignment.;Stretches arms|Opens shoulders|Improves posture;Avoid locking elbows;Shoulder pain;Extend arms forward|Lift slightly|Hold;Engage core|Relax neck;Bend elbows;Gentle arm reach;seated|arms|stretch;yoga mat;beginner;seated;arms;shoulders|spine;20;false;true;false;true;published;Seated Arm Stretch;A gentle stretch for arms and shoulders.;Yoga practitioner performing a seated arm stretch.;
FLOW-15-16-17-18.036.png;seated-shoulder-opening;Seated Shoulder Opening;Seated Shoulder Opener;Seated Shoulder Opener;A seated posture to open the chest and shoulders.;This pose counteracts rounding of the upper body and supports healthy posture.;Opens chest|Improves posture|Enhances breathing;Avoid shoulder strain;Shoulder injuries;Sit tall|Draw arms back|Open chest;Lift sternum|Relax jaw;Use strap;Chest-opening variation;seated|shoulders|chest;yoga mat;beginner;seated;shoulders;chest|spine;25;false;true;false;true;published;Seated Shoulder Opening;A seated posture to open the front body.;Yoga practitioner demonstrating a seated shoulder opener.;
FLOW-15-16-17-18.037.png;seated-twist-gentle;Gentle Seated Twist;Gentle Seated Twist;Gentle Seated Twist;A mild seated twist for spinal mobility.;This gentle twist supports digestion and releases tension without strain.;Improves digestion|Enhances mobility|Relieves tension;Avoid forcing twist;Spinal injuries;Sit tall|Rotate torso gently|Hold;Lengthen spine first|Breathe;Twist less;Easy seated twist;seated|twist|gentle;yoga mat;beginner;seated;spine;abdomen|back;25;false;true;false;true;published;Gentle Seated Twist;A soft twist suitable for beginners.;Yoga practitioner performing a gentle seated twist.;
FLOW-15-16-17-18.038.png;seated-grounding;Seated Grounding Pose;Seated Grounding;Seated Grounding;A simple seated pose emphasizing grounding and stillness.;This posture encourages nervous system regulation and present-moment awareness.;Grounds body|Calms mind|Improves awareness;Maintain upright posture;Hip discomfort;Sit comfortably|Hands on thighs|Close eyes;Soften breath|Relax shoulders;Sit on cushion;Eyes-closed variation;seated|grounding|meditation;yoga mat;beginner;seated;mind;breath|spine;60;false;true;true;true;published;Seated Grounding Pose;A calming seated posture for grounding.;Yoga practitioner seated in grounding pose.;
FLOW-15-16-17-18.039.png;seated-stillness;Seated Stillness Pose;Seated Meditation;Seated Meditation;A quiet seated posture for meditation.;This pose supports inner stillness, focus, and breath awareness.;Enhances focus|Calms nervous system|Supports meditation;Avoid slouching;Hip pain;Sit tall|Hands relaxed|Observe breath;Relax face|Steady gaze;Use cushion;Short meditation seat;seated|meditation|stillness;yoga mat;beginner;seated;mind;breath|posture;90;false;true;true;true;published;Seated Stillness Pose;A seated pose to support meditation practice.;Yoga practitioner seated in meditation.;
FLOW-15-16-17-18.040.png;seated-integration;Seated Integration Pose;Seated Integration;Seated Integration;A seated posture to integrate practice.;This pose allows the body and breath to settle after movement.;Integrates practice|Encourages calm|Supports awareness;Remain comfortable;Hip discomfort;Sit quietly|Hands resting|Observe sensations;Relax breath|Soften body;Sit on block;Integration pause;seated|integration|rest;yoga mat;beginner;seated;mind;breath|body;60;false;true;true;true;published;Seated Integration Pose;A closing seated posture for integration.;Yoga practitioner seated in integration pose.;
