poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.071.png;side-forearm-balance;Side Forearm Balance;Eka Pada Bakasana;Eka Pada Bakasana;A challenging side arm balance supported on the forearms.;This advanced balance builds arm strength, core control, and coordination.;Builds arm strength|Improves balance|Engages core;Avoid collapsing shoulders|Engage core;Wrist injury|Shoulder injury;Shift weight forward|Lift legs|Stabilize core;Press forearms down|Focus gaze;Use blocks|Practice near wall;side arm balance;armbalance|core|strength;yoga mat;advanced;arm balance;arms;core|shoulders;30;false;false;false;true;published;Side Forearm Balance Guide;A forearm-based side arm balance.;Yoga practitioner in side forearm balance.;
FLOW-19-24.072.png;locust-pose;Locust Pose;Salabhasana;Salabhasana;A prone backbend lifting chest arms and legs.;This pose strengthens the back body and improves posture.;Strengthens back|Improves posture|Activates glutes;Avoid neck compression|Do not overlift;Lower back pain|Neck injury;Lie prone|Lift chest and legs|Engage back body;Lengthen neck|Breathe steadily;Lift only legs or chest;locust pose;backbend|strength;yoga mat;beginner;prone;back;spine|glutes;30;false;false;false;true;published;Locust Pose Guide;A strengthening prone backbend.;Yoga practitioner lifting chest and legs in Locust Pose.;
FLOW-19-24.073.png;dolphin-plank;Dolphin Plank;Ardha Pincha Mayurasana Plank;Ardha Pincha Mayurasana Plank;A forearm plank strengthening shoulders and core.;This pose builds upper body endurance and stability.;Strengthens shoulders|Engages core|Builds endurance;Avoid sagging hips|Protect shoulders;Shoulder injury|Wrist sensitivity;Forearms down|Step feet back|Hold plank;Draw ribs in|Press forearms;Lower knees to mat;dolphin plank;plank|strength|core;yoga mat;intermediate;prone;core;shoulders|core;30;false;false;false;true;published;Dolphin Plank Guide;A forearm plank variation.;Yoga practitioner holding Dolphin Plank.;
FLOW-19-24.074.png;forearm-plank;Forearm Plank;Makara Adho Mukha Svanasana;Makara Adho Mukha Svanasana;A core-stabilizing plank held on the forearms.;This foundational pose strengthens the entire body.;Strengthens core|Improves stability|Builds endurance;Avoid dropping hips|Keep neck neutral;Shoulder pain|Lower back injury;Forearms grounded|Align body|Hold;Engage core|Breathe evenly;Lower knees;forearm plank;plank|core;yoga mat;beginner;prone;core;core|shoulders;30;false;false;false;true;published;Forearm Plank Guide;A basic forearm plank.;Yoga practitioner holding Forearm Plank.;
FLOW-19-24.075.png;dolphin-pose;Dolphin Pose;Ardha Pincha Mayurasana;Ardha Pincha Mayurasana;An inversion prep opening shoulders and hamstrings.;This pose prepares the body for forearm balance and headstand.;Opens shoulders|Strengthens arms|Prepares inversions;Do not strain neck|Keep forearms grounded;Shoulder injury|Neck issues;Forearms down|Lift hips|Walk feet in;Press elbows|Relax neck;Use blocks|Bend knees;dolphin pose;inversion-prep|shoulders;yoga mat;intermediate;inversion prep;shoulders;shoulders|hamstrings;30;false;false;false;true;published;Dolphin Pose Guide;A forearm downward dog.;Yoga practitioner in Dolphin Pose.;
FLOW-19-24.076.png;one-leg-dolphin;One Leg Dolphin Pose;Eka Pada Ardha Pincha Mayurasana;Eka Pada Ardha Pincha Mayurasana;A dolphin pose variation lifting one leg.;This pose builds strength and prepares for inversion balance.;Strengthens shoulders|Improves balance|Builds control;Avoid twisting hips|Keep neck relaxed;Shoulder injury|Hamstring strain;From dolphin|Lift one leg|Stabilize;Square hips|Engage core;Lower lifted leg;one leg dolphin;inversion-prep|balance;yoga mat;intermediate;inversion prep;shoulders;core|shoulders;30;false;false;false;true;published;One Leg Dolphin Guide;A dolphin pose with leg lift.;Yoga practitioner lifting one leg in Dolphin Pose.;
FLOW-19-24.077.png;headstand-prep-bent-knee;Headstand Prep Bent Knee;Salamba Sirsasana Prep;Salamba Sirsasana Prep;A preparatory inversion with bent knees.;This prep builds confidence and alignment for headstand.;Prepares inversions|Builds core|Improves balance;Avoid neck pressure|Engage shoulders;Neck injury|High blood pressure;Forearms grounded|Lift hips|Bend knees;Press forearms|Stay compact;Practice near wall;headstand prep;inversion|prep;yoga mat;intermediate;inversion;shoulders;core|shoulders;30;false;false;false;true;published;Headstand Prep Guide;A bent-knee headstand preparation.;Yoga practitioner practicing headstand prep.;
FLOW-19-24.078.png;headstand-tuck;Headstand Tuck;Salamba Sirsasana Tuck;Salamba Sirsasana Tuck;A tucked headstand drawing knees toward chest.;This variation refines balance and core control.;Improves balance|Strengthens core|Builds focus;Do not jump|Protect neck;Neck injury|Vertigo;From prep|Lift feet|Tuck knees;Stay compact|Breathe steadily;Use wall support;headstand tuck;inversion|balance;yoga mat;advanced;inversion;core;core|shoulders;30;false;false;false;true;published;Headstand Tuck Guide;A compact headstand variation.;Yoga practitioner in tucked headstand.;
FLOW-19-24.079.png;headstand-one-leg;Headstand One Leg Up;Salamba Sirsasana Variation;Salamba Sirsasana Variation;A headstand variation lifting one leg upward.;This pose improves balance and unilateral strength.;Improves balance|Builds strength|Enhances focus;Avoid overbalancing|Engage core;Neck injury|Shoulder strain;From tuck|Extend one leg|Stabilize;Press forearms|Stay calm;Practice near wall;headstand variation;inversion|strength;yoga mat;advanced;inversion;core;core|shoulders;30;false;false;false;true;published;Headstand One Leg Guide;A one-leg headstand variation.;Yoga practitioner lifting one leg in Headstand.;
FLOW-19-24.080.png;full-headstand;Full Headstand;Salamba Sirsasana;Salamba Sirsasana;A classic supported headstand with vertical alignment.;This inversion builds strength, focus, and body awareness.;Strengthens shoulders|Improves circulation|Enhances focus;Avoid neck compression|Exit slowly;Neck injury|High blood pressure;Set base|Lift legs|Stack body;Engage core|Breathe evenly;Use wall support;headstand;inversion|balance;yoga mat;advanced;inversion;shoulders;shoulders|core;30;false;false;false;true;published;Full Headstand Guide;A traditional supported headstand.;Yoga practitioner in Full Headstand.;
