poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-15-16-17-18.051.png;seated-ankle-hold;Seated Ankle Hold;Seated Ankle Hold;A grounding seated posture holding the ankles.;This simple seated position encourages grounding, postural awareness, and gentle hip opening.;Grounds body|Improves posture|Encourages stability;Avoid slouching|Sit evenly;Knee pain|Hip injury;Sit tall|Hold ankles|Relax shoulders;Lengthen spine|Soften jaw;Sit on block;Easy seated hold;seated|grounding|hips;yoga mat;beginner;seated;hips;posture|mind;30;false;true;true;true;published;Seated Ankle Hold Guide;A simple seated pose for grounding and stability.;Yoga practitioner holding ankles in a seated pose.;;
FLOW-15-16-17-18.052.png;seated-prayer-cross;Seated Prayer Pose (Crossed Legs);Anjali Mudra;Anjali Mudra;A centering seated pose with hands at heart center.;This posture cultivates focus, calmness, and breath awareness in a grounded seated position.;Improves focus|Encourages calm|Centers mind;Relax shoulders|Keep spine tall;Wrist pain;Sit cross-legged|Bring palms together;Lengthen spine|Soft gaze;Rest hands on thighs;Hands-on-knees variation;seated|meditation|grounding;none;beginner;seated;mind;breath|spine;30;false;true;true;true;published;Seated Prayer Pose Guide;A calming seated posture for centering and breath awareness.;Yoga practitioner in seated prayer pose.;
FLOW-15-16-17-18.053.png;seated-elbow-overhead;Seated Overhead Elbow Stretch;Seated Triceps Stretch;A seated arm stretch targeting the shoulders and triceps.;This posture releases tension in the upper arms and shoulders while maintaining an upright seated base.;Stretches triceps|Opens shoulders|Improves posture;Avoid forcing elbow;Shoulder injury;Lift one arm|Bend elbow|Support with opposite hand;Keep chest lifted|Relax neck;Use strap;Single arm stretch;seated|shoulders|arms;yoga mat;beginner;seated;shoulders;arms|neck;30;false;true;false;true;published;Seated Overhead Elbow Stretch;Release shoulder and arm tension with this seated stretch.;Yoga practitioner performing a seated overhead elbow stretch.;;Yoga practitioner performing Staff Pose.
FLOW-15-16-17-18.054.png;seated-hold-feet;Seated Foot Hold;Seated Foot Hold;A stabilizing seated posture holding the feet.;This pose encourages hip opening and grounding while maintaining a neutral spine.;Opens hips|Encourages grounding|Improves posture;Avoid collapsing chest;Hip pain;Sit upright|Hold feet|Relax knees;Lengthen spine|Even weight;Sit on cushion;Hands on ankles;seated|hip-opening|grounding;yoga mat;beginner;seated;hips;spine|mind;30;false;true;true;true;published;Seated Foot Hold Guide;A grounding seated pose supporting hip openness.;Yoga practitioner holding feet in a seated position.;;
FLOW-15-16-17-18.055.png;seated-elbow-behind;Seated Shoulder Bind Stretch;Seated Shoulder Bind;A seated shoulder-opening stretch with arm bind.;This posture increases shoulder mobility and awareness while maintaining a stable seated base.;Opens shoulders|Improves mobility|Builds awareness;Avoid shoulder strain;Shoulder injury;Reach one arm overhead|Other arm behind back|Bind gently;Lift chest|Relax neck;Use strap;Single arm version;seated|shoulder-opening|bind;yoga mat;intermediate;seated;shoulders;arms|chest;35;false;false;false;true;published;Seated Shoulder Bind Guide;Improve shoulder mobility with this seated bind.;Yoga practitioner performing a seated shoulder bind.;;
FLOW-15-16-17-18.056.png;seated-bind-back;Seated Cow Face Arms;Gomukhasana Arms;Gomukhasana Arms;A classic seated arm position focusing on shoulder flexibility.;This pose stretches the shoulders and upper back while encouraging upright posture.;Stretches shoulders|Improves posture|Enhances mobility;Avoid forcing bind;Shoulder injury;Reach arms overhead and behind|Bind hands;Lift chest|Relax jaw;Use strap;Single arm stretch;seated|shoulders|arms;yoga mat;intermediate;seated;shoulders;upper back|arms;35;false;false;false;true;published;Seated Cow Face Arms Guide;A seated arm stretch for shoulder flexibility.;Yoga practitioner performing Gomukhasana arms.;
FLOW-15-16-17-18.057.png;seated-forward-cross;Seated Forward Fold (Crossed Legs);Seated Forward Fold Crossed;A gentle forward fold in a crossed-leg position.;This pose calms the nervous system while gently stretching the back and hips.;Calms mind|Stretches spine|Relieves tension;Avoid forcing fold;Lower back pain;Cross legs|Fold forward gently;Relax neck|Even breath;Use bolster;Stay upright option;seated|forward-fold|calming;yoga mat;beginner;seated;spine;mind|hips;40;false;false;true;true;published;Seated Forward Fold (Crossed);A calming forward fold in a seated position.;Yoga practitioner folding forward with crossed legs.;;
FLOW-15-16-17-18.058.png;seated-prayer-bow;Seated Prayer Bow;Seated Prayer Bow;A devotional seated forward bow with hands in prayer.;This posture combines humility, focus, and gentle spinal flexion.;Encourages mindfulness|Calms nervous system|Improves focus;Avoid neck strain;Knee pain;Sit cross-legged|Hands in prayer|Bow forward;Soften shoulders|Slow breath;Support head;Hands on thighs;seated|meditation|bow;yoga mat;beginner;seated;mind;spine|breath;30;false;true;true;true;published;Seated Prayer Bow Guide;A gentle seated bow for grounding and focus.;Yoga practitioner bowing forward in prayer.;;
FLOW-15-16-17-18.059.png;seated-wide-arm-fold;Wide Arm Seated Forward Fold;Wide Arm Seated Fold;A seated forward fold with arms extended wide.;This variation increases shoulder release and spinal relaxation.;Stretches shoulders|Calms mind|Releases tension;Avoid collapsing chest;Shoulder injury;Extend arms wide|Fold forward;Relax neck|Even breath;Use bolster;Arms forward option;seated|forward-fold|shoulders;yoga mat;beginner;seated;shoulders;spine|mind;40;false;false;true;true;published;Wide Arm Seated Forward Fold;A seated fold emphasizing shoulder release.;Yoga practitioner folding forward with wide arms.;;
FLOW-15-16-17-18.060.png;seated-quad-stretch;Seated Quad Stretch;Seated Quad Stretch;A seated stretch targeting the quadriceps.;This pose improves knee mobility and opens the front of the thighs while maintaining balance.;Stretches quads|Improves mobility|Builds awareness;Avoid knee strain;Knee injury;Bend one knee back|Hold foot|Sit tall;Engage core|Relax shoulders;Use strap;Half stretch;seated|quad-stretch|hips;yoga mat;intermediate;seated;thighs;knees|hips;35;false;false;false;true;published;Seated Quad Stretch Guide;A seated stretch for quadriceps flexibility.;Yoga practitioner performing a seated quad stretch.;;
