poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.031.png;forearm-plank;Forearm Plank;Makara Adho Mukha Dandasana;Makara Adho Mukha Dandasana;A strong plank held on the forearms.;This pose builds core strength and stabilizes the shoulders.;Strengthens core|Stabilizes shoulders|Improves endurance;Avoid sagging hips|Keep neck neutral;Wrist injury|Shoulder injury;Lower to forearms|Extend legs|Hold plank;Engage core|Press forearms down;Drop knees|Shorten hold;low plank;plank|core|strength;yoga mat;intermediate;plank;core;core|shoulders;30;false;false;false;true;published;Forearm Plank Guide;A foundational forearm plank pose.;Yoga practitioner holding Forearm Plank.;
FLOW-19-24.032.png;forearm-plank-leg-lift;Forearm Plank Leg Lift;Makara Adho Mukha Dandasana;Makara Adho Mukha Dandasana;Forearm plank with one leg lifted.;Adds glute activation and balance challenge to plank.;Strengthens glutes|Improves balance|Builds core;Avoid shifting hips|Keep pelvis level;Lower back pain|Shoulder injury;From forearm plank|Lift one leg;Stabilize torso|Breathe steadily;Lift toes only|Short hold;plank leg lift;plank|balance|core;yoga mat;intermediate;plank;core;core|glutes;30;false;false;false;true;published;Forearm Plank Leg Lift;A plank variation with leg lift.;Yoga practitioner lifting leg in Forearm Plank.;
FLOW-19-24.033.png;forearm-plank-arm-reach;Forearm Plank Arm Reach;Makara Adho Mukha Dandasana;Makara Adho Mukha Dandasana;Forearm plank with one arm reaching forward.;Challenges anti-rotation strength and shoulder stability.;Improves coordination|Strengthens core|Builds shoulder stability;Avoid rocking body|Control movement;Shoulder injury|Balance issues;From forearm plank|Reach one arm forward;Engage obliques|Move slowly;Keep hand down|Short reach;plank reach;plank|core|stability;yoga mat;advanced;plank;core;core|shoulders;30;false;false;false;true;published;Forearm Plank Arm Reach;An advanced plank balance variation.;Yoga practitioner reaching arm in Forearm Plank.;
FLOW-19-24.034.png;forearm-plank-hold;Forearm Plank Hold;Makara Adho Mukha Dandasana;Makara Adho Mukha Dandasana;Static forearm plank hold.;Builds isometric strength and endurance.;Increases endurance|Strengthens core|Supports posture;Avoid holding breath|Maintain alignment;High blood pressure|Shoulder pain;Lower to forearms|Hold position;Steady breath|Neutral spine;Drop knees|Shorter time;static plank;plank|isometric|core;yoga mat;beginner;plank;core;core|posture;30;false;false;false;true;published;Forearm Plank Hold;A static core-strengthening pose.;Yoga practitioner holding Forearm Plank.;
FLOW-19-24.035.png;side-plank-forearm;Forearm Side Plank;Vasisthasana;Vasisthasana;Side plank supported on the forearm.;Strengthens obliques and shoulder stabilizers.;Strengthens obliques|Improves balance|Stabilizes shoulders;Avoid collapsing shoulder|Stack hips;Shoulder injury|Wrist injury;Lie on side|Lift hips|Stack feet;Press forearm down|Lift waist;Lower knee down;forearm side plank;side plank|core|balance;yoga mat;intermediate;side plank;core;obliques|shoulders;30;false;false;false;true;published;Forearm Side Plank;A side plank variation on the forearm.;Yoga practitioner in Forearm Side Plank.;
FLOW-19-24.036.png;side-plank-leg-lift;Side Plank Leg Lift;Vasisthasana;Vasisthasana;Side plank with top leg lifted.;Adds hip and glute activation to side plank.;Strengthens hips|Improves balance|Builds core;Avoid leaning forward|Keep chest open;Hip injury|Balance issues;From side plank|Lift top leg;Engage outer hip|Stay steady;Keep toes down;side plank lift;side plank|glutes|core;yoga mat;advanced;side plank;hips;core|glutes;30;false;false;false;true;published;Side Plank Leg Lift;A strengthening side plank variation.;Yoga practitioner lifting leg in Side Plank.;
FLOW-19-24.037.png;side-plank-knee-bent;Side Plank Knee Bent;Vasisthasana;Vasisthasana;Modified side plank with bottom knee down.;Provides support while building side body strength.;Strengthens core|Supports beginners|Improves stability;Avoid sinking hips|Align shoulder;Shoulder pain|Knee pain;Lower bottom knee|Lift hips;Lengthen side body;Keep both legs straight;modified side plank;side plank|modified|core;yoga mat;beginner;side plank;core;core|stability;30;false;false;false;true;published;Modified Side Plank;A supported side plank variation.;Yoga practitioner in Modified Side Plank.;
FLOW-19-24.038.png;low-chaturanga;Low Chaturanga;Dandasana;Dandasana;Low plank position with elbows bent.;Builds upper body and core strength.;Strengthens arms|Builds core|Improves control;Avoid dropping shoulders|Elbows close in;Shoulder injury|Wrist pain;From plank|Bend elbows|Lower halfway;Engage core|Hug elbows;Lower knees;low plank;chaturanga|strength|arms;yoga mat;advanced;plank;arms;arms|core;30;false;false;false;true;published;Low Chaturanga;A controlled low plank position.;Yoga practitioner holding Low Chaturanga.;
FLOW-19-24.039.png;modified-chaturanga;Modified Chaturanga;Dandasana;Dandasana;Knees-down version of Chaturanga.;Offers a supported upper-body strength option.;Builds strength safely|Protects shoulders;Avoid collapsing chest|Control descent;Shoulder pain|Elbow injury;From knees plank|Bend elbows;Engage core|Slow movement;Lower chest fully;knees chaturanga;chaturanga|modified|strength;yoga mat;beginner;plank;arms;arms|core;30;false;false;false;true;published;Modified Chaturanga;A supported Chaturanga variation.;Yoga practitioner in Modified Chaturanga.;
FLOW-19-24.040.png;upward-facing-dog;Upward Facing Dog;Urdhva Mukha Svanasana;Urdhva Mukha Svanasana;A backbend with arms straight and chest lifted.;Opens the chest and strengthens the arms.;Opens chest|Strengthens arms|Improves posture;Avoid compressing lower back|Relax shoulders;Lower back injury|Wrist pain;Press hands down|Lift chest|Straighten arms;Draw shoulders back|Engage legs;Cobra pose;updog;backbend|strength|spine;yoga mat;intermediate;backbend;spine;spine|arms;30;false;false;false;true;published;Upward Facing Dog;A classic heart-opening backbend.;Yoga practitioner in Upward Facing Dog.;
