poses-11-20-fixed
image_original_filename;slug;english_name;sanskrit_name;sanskrit_name_simplified;short_description;description;benefits;cautions;contraindications;step_by_step;alignment_cues;modifications;variations;tags;equipment;difficulty;pose_type;primary_focus;secondary_focus;duration_hint_seconds;is_peak_pose;is_warmup;is_cooldown;is_bilateral;status;meta_title;meta_description;image_alt;image_alt
FLOW-19-24.041.png;one-leg-chaturanga;One-Leg Chaturanga;Chaturanga Dandasana Eka Pada;Chaturanga Dandasana Eka Pada;A low plank variation lifting one leg for strength.;Builds upper body strength while activating glutes and core.;Strengthens arms|Engages core|Builds glutes;Avoid dropping shoulders|Keep elbows hugged;Shoulder injury|Wrist pain;Lower into chaturanga|Lift one leg;Engage core|Press palms firmly;Lower knees;One-leg low plank;plank|strength|core;yoga mat;advanced;plank;arms;core|glutes;30;false;false;false;true;published;One-Leg Chaturanga Guide;A strength-building chaturanga variation.;Yoga practitioner holding one-leg chaturanga.;
FLOW-19-24.042.png;chaturanga-hold;Chaturanga Hold;Chaturanga Dandasana;Chaturanga Dandasana;A classic low plank hold building upper body strength.;Develops arm, shoulder, and core stability.;Strengthens arms|Improves stability|Builds endurance;Avoid elbow flare|Do not drop hips;Shoulder pain|Wrist injury;Lower halfway|Hold position;Engage core|Keep neck long;Knees down;Low plank hold;plank|strength|arms;yoga mat;intermediate;plank;arms;shoulders|core;30;false;false;false;true;published;Chaturanga Hold Guide;A foundational strength pose.;Yoga practitioner holding chaturanga.;
FLOW-19-24.043.png;side-plank-forearm;Forearm Side Plank;Vasisthasana Forearm;Vasisthasana;A side plank supported on the forearm.;Strengthens obliques and shoulder stabilizers.;Strengthens obliques|Improves balance|Builds shoulder stability;Avoid collapsing shoulder|Keep hips lifted;Shoulder injury|Elbow pain;Set forearm|Stack feet;Engage side waist|Lift hips;Lower knee;Forearm side plank;side plank|core|balance;yoga mat;intermediate;side plank;core;obliques|shoulders;30;false;false;false;true;published;Forearm Side Plank Guide;A stable side plank variation.;Yoga practitioner in forearm side plank.;
FLOW-19-24.044.png;side-plank-hold;Side Plank Hold;Vasisthasana;Vasisthasana;A classic side plank balance on one hand.;Builds core strength and shoulder stability.;Strengthens core|Improves balance|Builds arm strength;Avoid sinking hips|Stack shoulders;Wrist pain|Shoulder injury;Plant hand|Stack feet;Lift hips|Engage core;Lower knee;Side plank;side plank|strength|balance;yoga mat;intermediate;side plank;core;arms|obliques;30;false;false;false;true;published;Side Plank Hold Guide;A strong lateral balance pose.;Yoga practitioner holding side plank.;
FLOW-19-24.045.png;supported-bridge;Supported Bridge Pose;Setu Bandha Sarvangasana;Setu Bandha Sarvangasana;A gentle bridge with hips lifted.;Opens chest and strengthens the back body.;Strengthens glutes|Opens chest|Improves posture;Avoid flaring ribs|Keep knees aligned;Neck injury|Lower back pain;Lie on back|Lift hips;Press feet|Soften neck;Use block;Gentle bridge;bridge|backbend|hips;yoga mat;beginner;supine;spine;glutes|back;30;false;false;false;true;published;Supported Bridge Guide;A gentle backbend for grounding.;Yoga practitioner in supported bridge.;
FLOW-19-24.046.png;bridge-pose-hold;Bridge Pose Hold;Setu Bandha Sarvangasana;Setu Bandha Sarvangasana;A strengthening backbend lifting the hips.;Builds glute strength and spinal extension.;Strengthens glutes|Opens spine|Energizes body;Avoid over-squeezing glutes|Keep knees steady;Neck injury|Lower back pain;Press feet|Lift hips;Lengthen spine|Relax jaw;Use block;Bridge hold;bridge|backbend|strength;yoga mat;beginner;supine;spine;glutes|back;30;false;false;false;true;published;Bridge Pose Hold Guide;A foundational backbend.;Yoga practitioner holding bridge pose.;
FLOW-19-24.047.png;one-leg-bridge;One-Leg Bridge Pose;Eka Pada Setu Bandha;Eka Pada Setu Bandha;A bridge variation lifting one leg.;Improves pelvic stability and glute strength.;Strengthens glutes|Improves balance|Builds stability;Avoid hip drop|Keep pelvis level;Lower back pain|Hip injury;Lift hips|Extend one leg;Engage glutes|Stabilize core;Keep foot down;Single-leg bridge;bridge|balance|glutes;yoga mat;intermediate;supine;hips;glutes|core;30;false;false;false;true;published;One-Leg Bridge Guide;A strengthening bridge variation.;Yoga practitioner in one-leg bridge.;
FLOW-19-24.048.png;reclined-backbend;Reclined Backbend;Supta Backbend;Supta Backbend;A reclined spinal extension with support.;Gently opens the chest and shoulders.;Opens chest|Relieves tension|Improves breathing;Avoid neck compression|Support head;Neck injury|Back pain;Lie down|Open chest;Relax shoulders|Breathe deeply;Use bolster;Restorative backbend;restorative|backbend|chest;yoga mat;beginner;supine;chest;relaxation|spine;30;false;false;false;true;published;Reclined Backbend Guide;A gentle restorative backbend.;Yoga practitioner in reclined backbend.;
FLOW-19-24.049.png;bridge-prep;Bridge Preparation;Setu Bandha Prep;Setu Bandha Sarvangasana;A preparatory bridge position.;Prepares the body for deeper backbends.;Activates glutes|Prepares spine|Builds awareness;Avoid pushing too high|Maintain alignment;Lower back pain|Knee pain;Set feet|Lift hips slightly;Engage legs|Lengthen spine;Use block;Bridge prep;bridge|prep|spine;yoga mat;beginner;supine;spine;glutes|back;30;false;false;false;true;published;Bridge Preparation Guide;A preparatory backbend.;Yoga practitioner in bridge prep.;
FLOW-19-24.050.png;half-wheel-prep;Half Wheel Preparation;Ardha Chakrasana Prep;Ardha Chakrasana;A preparatory backbend for wheel pose.;Builds spinal strength and shoulder mobility.;Opens shoulders|Strengthens back|Prepares wheel;Avoid neck strain|Engage legs;Wrist pain|Back injury;Plant hands|Lift chest;Press feet|Engage core;Bridge instead;Wheel prep;backbend|wheel|spine;yoga mat;intermediate;supine;spine;back|shoulders;30;false;false;false;true;published;Half Wheel Prep Guide;A preparation for wheel pose.;Yoga practitioner in half wheel preparation.;
